timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
547108998,547108726,2.2362851e-11,0.078174666,0.088726506,0.010551842,nan,nan,nan,nan,0
547111663,547111392,2.7416014e-11,0.07664203,0.08672786,0.010085834,nan,nan,nan,nan,0
547209927,547209644,2.4103004e-11,0.07630124,0.087582186,0.011280948,nan,nan,nan,nan,0
547312259,547311986,6.853168e-11,0.07063623,0.083034664,0.012398455,nan,nan,nan,nan,0
547409227,547408958,0.0067077144,0.07450998,0.11103507,0.01640196,nan,nan,nan,nan,0
547511545,547511267,3.492351e-11,0.07396602,0.07233661,0.00054313935,nan,nan,nan,nan,0
547609840,547609568,2.6302766e-11,0.07041728,0.08682682,0.016409567,nan,nan,nan,nan,0
547710757,547710487,0.001290071,0.071363084,0.098060265,0.02282698,nan,nan,nan,nan,0
547813121,547812848,7.5290925e-05,0.0749666,0.07959078,0.004398316,nan,nan,nan,nan,0
547910115,547909829,4.590097e-11,0.07784226,0.087335974,0.009493718,nan,nan,nan,nan,0
548012323,548012054,1.1230468e-11,0.07601464,0.09171977,0.015705137,nan,nan,nan,nan,0
548109310,548109038,0.0006563208,0.07249766,0.08372601,0.009259394,nan,nan,nan,nan,0
548211660,548211392,8.917346e-12,0.07776172,0.08296796,0.005206244,nan,nan,nan,nan,0
548309979,548309711,4.5310963e-11,0.07425534,0.08677605,0.012520706,nan,nan,nan,nan,0
548410945,548410657,0.008467357,0.08404605,0.09976336,0.021589426,nan,nan,nan,nan,0
548511871,548511597,0.02976152,0.11079084,0.11416603,0.038040772,nan,nan,nan,nan,0
548610233,548609962,0.046791747,0.121873654,0.13732567,0.063789375,nan,nan,nan,nan,0
548712461,548712192,0.06882574,0.14776956,0.16206816,0.08214538,nan,nan,nan,nan,0
548809443,548809178,0.09460855,0.16701908,0.1792856,0.10731452,nan,nan,nan,nan,0
548911739,548911472,0.11730448,0.19444716,0.20126992,0.12751637,nan,nan,nan,nan,0
549008741,549008472,0.14951053,0.21769124,0.22408922,0.15404615,nan,nan,nan,nan,0
549111070,549110801,0.16561933,0.24281433,0.26031107,0.17884287,nan,nan,nan,nan,0
549212033,549211766,0.1968567,0.27784175,0.28755775,0.20185679,nan,nan,nan,nan,0
549310316,549310034,0.2180336,0.29991227,0.32131445,0.24044976,nan,nan,nan,nan,0
549411231,549410963,0.24156818,0.3414114,0.35720873,0.255973,nan,nan,nan,nan,0
549509583,549509317,0.28265387,0.3794241,0.38241667,0.28192428,nan,nan,nan,nan,0
549611917,549611644,0.3117702,0.41786072,0.40994695,0.31904465,nan,nan,nan,nan,0
549708906,549708634,0.34077334,0.4448516,0.4545059,0.34951875,nan,nan,nan,nan,0
549811178,549810904,0.36304864,0.46673256,0.49729145,0.40458047,nan,nan,nan,nan,0
549912125,549911834,0.38411015,0.51422185,0.5407011,0.44887298,nan,nan,nan,nan,0
550010409,550010140,0.44874865,0.5776271,0.56535256,0.4528773,nan,nan,nan,nan,0
550111416,550111140,0.44996387,0.61646974,0.63190675,0.46856514,nan,nan,nan,nan,0
550209663,550209396,0.44609144,0.6805265,0.67654645,0.49900475,nan,nan,nan,nan,0
550312014,550311745,0.42825386,0.7606027,0.6615072,0.45498207,nan,nan,nan,nan,0
550409018,550408753,0.40041912,0.7779178,0.6949701,0.47376546,nan,nan,nan,nan,0
550511264,550510983,0.35037887,0.7188674,0.74300146,0.554009,nan,nan,nan,nan,0
550612238,550611971,0.3371186,0.8051867,0.67822915,0.579934,nan,nan,nan,nan,0
550710554,550710287,0.32917684,0.84732294,0.5865961,0.6771131,nan,nan,nan,nan,0
550811601,550811301,0.38925722,0.78681535,0.62135625,0.64412004,nan,nan,nan,nan,0
550909795,550909527,0.432353,0.7901037,0.6069654,0.59046084,nan,nan,nan,nan,0
551010810,551010539,0.45062506,0.7856143,0.62060815,0.57237613,nan,nan,nan,nan,0
551109121,551108851,0.48980027,0.84121436,0.6043275,0.49715158,nan,nan,nan,nan,0
551211409,551211138,0.4228141,0.7578944,0.68328863,0.6107659,nan,nan,nan,nan,0
551312367,551312098,0.45509753,0.8206237,0.6384457,0.5853437,nan,nan,nan,nan,0
551410697,551410417,0.48964062,0.82822925,0.6380118,0.56909895,nan,nan,nan,nan,0
551511661,551511394,0.451792,0.7911784,0.6945078,0.61071515,nan,nan,nan,nan,0
551609990,551609725,0.46950454,0.7869777,0.686031,0.6081077,nan,nan,nan,nan,0
551711009,551710729,0.4830538,0.8597331,0.65399724,0.5430087,nan,nan,nan,nan,0
551809204,551808933,0.52960503,0.8515626,0.6613969,0.5386383,nan,nan,nan,nan,0
551911520,551911251,0.4625361,0.7809195,0.7129365,0.60935664,nan,nan,nan,nan,0
552012544,552012275,0.50893503,0.8022505,0.69812524,0.5810483,nan,nan,nan,nan,0
552110806,552110521,0.49415648,0.8224815,0.6880859,0.5801045,nan,nan,nan,nan,0
552211748,552211479,0.5002246,0.8144529,0.7060878,0.5895565,nan,nan,nan,nan,0
552310089,552309808,0.5080563,0.8249784,0.67862546,0.5828237,nan,nan,nan,nan,0
552411071,552410803,0.48723215,0.8147294,0.70138717,0.6109361,nan,nan,nan,nan,0
552509400,552509102,0.48341206,0.8181361,0.6924376,0.6000642,nan,nan,nan,nan,0
552610309,552610035,0.52222717,0.86328435,0.68109566,0.55706424,nan,nan,nan,nan,0
552712657,552712386,0.5093387,0.8414139,0.6723765,0.5833428,nan,nan,nan,nan,0
552810894,552810621,0.4802259,0.8134323,0.71405923,0.60418075,nan,nan,nan,nan,0
552911925,552911652,0.5056964,0.84095377,0.6870973,0.5886743,nan,nan,nan,nan,0
553010208,553009937,0.48900598,0.8517973,0.6904657,0.58443284,nan,nan,nan,nan,0
553111175,553110905,0.50494653,0.84109235,0.694646,0.5939593,nan,nan,nan,nan,0
553209528,553209263,0.47093454,0.8257939,0.7021378,0.6280254,nan,nan,nan,nan,0
553310408,553310142,0.47952914,0.82040846,0.6964938,0.6293321,nan,nan,nan,nan,0
553412758,553412486,0.4798014,0.82864773,0.71110755,0.61004984,nan,nan,nan,nan,0
553509751,553509484,0.50488806,0.8513647,0.6895235,0.5995433,nan,nan,nan,nan,0
553612015,553611747,0.4907681,0.8622601,0.6873216,0.583976,nan,nan,nan,nan,0
553710332,553710063,0.4947787,0.85073406,0.70079213,0.59917295,nan,nan,nan,nan,0
553811319,553811045,0.4947909,0.83273524,0.6984833,0.6235752,nan,nan,nan,nan,0
553909568,553909302,0.46673217,0.8401393,0.7090833,0.6122431,nan,nan,nan,nan,0
554010567,554010298,0.50400984,0.8360041,0.6904033,0.61044276,nan,nan,nan,nan,0
554112906,554112633,0.5023484,0.82112134,0.70085084,0.6269458,nan,nan,nan,nan,0
554209869,554209598,0.4993209,0.8380228,0.7128945,0.6060142,nan,nan,nan,nan,0
554312150,554311881,0.50177115,0.84973764,0.7061838,0.6073211,nan,nan,nan,nan,0
554410462,554410194,0.49297923,0.8492546,0.69635093,0.6049035,nan,nan,nan,nan,0
554511406,554511139,0.48047918,0.8496586,0.7075876,0.60324085,nan,nan,nan,nan,0
554609783,554609494,0.49047756,0.8330171,0.70250094,0.627077,nan,nan,nan,nan,0
554710759,554710470,0.5057613,0.83387226,0.6929173,0.6187999,nan,nan,nan,nan,0
554811679,554811400,0.49347973,0.8467568,0.7087567,0.61367434,nan,nan,nan,nan,0
554909992,554909707,0.5049622,0.8523331,0.6960574,0.6198897,nan,nan,nan,nan,0
555012265,555011987,0.49634707,0.8656668,0.6880306,0.5997151,nan,nan,nan,nan,0
555109254,555108982,0.4837655,0.8375488,0.7096512,0.62966436,nan,nan,nan,nan,0
