timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
560000,560000,5.820766e-11,0.0,5.820766e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
564000,564000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
656000,656000,5.820766e-11,0.0,5.820766e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
756000,756000,0.0,6.6550765e-11,5.0931703e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
860000,860000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
960000,960000,0.0,0.0,0.0,3.356642e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1060000,1060000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1160000,1160000,2.910383e-11,0.0,0.0,2.910383e-11,nan,nan,nan,nan,nan,nan,nan,nan,0
1260000,1260000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1360000,1360000,0.0020000031,3.7252903e-09,0.0019999938,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1460000,1460000,0.0019999994,1.8626451e-09,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1560000,1560000,0.0020000017,0.0,0.0020000017,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1660000,1660000,0.0019999985,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1760000,1760000,0.0019999954,0.0,0.0020000015,3.7252903e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
1860000,1860000,0.0019999985,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1960000,1960000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2060000,2060000,0.0019999994,0.0,0.0019999975,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2160000,2160000,0.0019999985,0.0,0.0019999985,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2260000,2260000,0.0020000022,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2356000,2356000,0.0019999987,0.0,0.002,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
2460000,2460000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2560000,2560000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2660000,2660000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2756000,2756000,0.0020000027,1.8626451e-09,0.001999998,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2860000,2860000,0.0019999982,3.7252903e-09,0.0019999987,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
2960000,2960000,0.0020000022,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3056000,3056000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3160000,3160000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3256000,3256000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3356000,3356000,0.0019999992,1.8626451e-09,0.0019999978,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3460000,3460000,0.0019999994,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3560000,3560000,0.002000002,9.313226e-10,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3660000,3660000,0.0020000022,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3756000,3756000,0.0019999999,0.0,0.0020000017,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3860000,3860000,0.0020000017,1.8626451e-09,0.001999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
3960000,3960000,0.0020000013,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4060000,4060000,0.002000002,1.8626451e-09,0.0019999987,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4160000,4160000,0.0019999952,0.0,0.0020000036,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4260000,4260000,0.002000002,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4360000,4360000,0.0020000013,0.0,0.0019999994,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4460000,4460000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4560000,4560000,0.0019999992,1.8626451e-09,0.0019999978,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4660000,4660000,0.0019999994,0.0,0.0020000013,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4756000,4756000,0.0020000003,0.0,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
4860000,4860000,0.0019999936,0.0,0.0020000034,3.7252903e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
4956000,4956000,0.0020000022,0.0,0.0019999985,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5060000,5060000,0.0020000006,0.0,0.0019999982,1.8626451e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
5160000,5160000,0.0019999996,0.0,0.0019999992,3.7252903e-09,nan,nan,nan,nan,nan,nan,nan,nan,0
5260000,5260000,0.0019999966,1.8626451e-09,0.0020000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5360000,5360000,0.0019999985,0.0,0.0020000022,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
5460000,5460000,0.001999999,0.0,0.002000003,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
