timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
193926375,193926076,0.0049598413,0.038205214,0.033142522,3.428472e-05,nan,nan,nan,nan,0
193927678,193927407,0.0049606757,0.038782932,0.033822257,5.031138e-13,nan,nan,nan,nan,0
194030002,194029734,0.005448814,0.039896082,0.03444727,2.0213838e-11,nan,nan,nan,nan,0
194128314,194128037,0.0048909485,0.040506806,0.034708403,0.00030248574,nan,nan,nan,nan,0
194229329,194229060,0.01472817,0.065678135,0.022186937,0.009587678,nan,nan,nan,nan,0
194327660,194327393,0.0033406806,0.031265892,0.057954192,0.01666626,nan,nan,nan,nan,0
194428599,194428327,0.017147306,0.05580323,0.03865592,4.2815404e-11,nan,nan,nan,nan,0
194526962,194526693,0.0069617312,0.044412877,0.031900316,0.0018502777,nan,nan,nan,nan,0
194627934,194627662,2.8421333e-05,0.0354619,0.04066771,0.005120549,nan,nan,nan,nan,0
194730195,194729927,0.008682067,0.043140724,0.03445866,4.279995e-11,nan,nan,nan,nan,0
194827225,194826959,0.004994176,0.03967832,0.031655505,0.001009546,nan,nan,nan,nan,0
194929460,194929194,0.019091867,0.051978886,0.049812924,0.018368142,nan,nan,nan,nan,0
195027823,195027555,0.038001485,0.07077946,0.065039895,0.03167208,nan,nan,nan,nan,0
195128851,195128581,0.054068223,0.08264064,0.08522197,0.053206574,nan,nan,nan,nan,0
195227172,195226904,0.075964235,0.10761405,0.107035905,0.068241194,nan,nan,nan,nan,0
195328084,195327803,0.09709836,0.124937735,0.123572275,0.09315174,nan,nan,nan,nan,0
195429072,195428804,0.12331644,0.14743873,0.14573748,0.11846675,nan,nan,nan,nan,0
195527423,195527157,0.14551686,0.17024055,0.16934256,0.1406581,nan,nan,nan,nan,0
195629742,195629466,0.17039539,0.20116577,0.1959059,0.1565112,nan,nan,nan,nan,0
195726751,195726473,0.18937355,0.22870655,0.22683127,0.19167781,nan,nan,nan,nan,0
195828977,195828701,0.22475827,0.25404668,0.25157034,0.21335293,nan,nan,nan,nan,0
195927304,195927033,0.25407156,0.2984794,0.2777449,0.22569013,nan,nan,nan,nan,0
196028311,196028043,0.2722493,0.3273496,0.3224147,0.26442763,nan,nan,nan,nan,0
196129311,196129045,0.3042047,0.35874516,0.3449187,0.29365015,nan,nan,nan,nan,0
196227631,196227364,0.32885152,0.3903209,0.388566,0.3353813,nan,nan,nan,nan,0
196328587,196328320,0.36078286,0.42848203,0.4319973,0.35430124,nan,nan,nan,nan,0
196426901,196426635,0.39381835,0.4542316,0.4606823,0.40683547,nan,nan,nan,nan,0
196529220,196528906,0.42585158,0.5069466,0.50579256,0.4248405,nan,nan,nan,nan,0
196626190,196625922,0.48810363,0.58677983,0.5266212,0.41711205,nan,nan,nan,nan,0
196728483,196728212,0.45468065,0.59227633,0.61813194,0.4873398,nan,nan,nan,nan,0
196829468,196829195,0.46894532,0.67567986,0.66772836,0.47605696,nan,nan,nan,nan,0
196927793,196927526,0.4607549,0.7450686,0.64006966,0.4251197,nan,nan,nan,nan,0
197028740,197028470,0.41771698,0.7095407,0.67348605,0.51220745,nan,nan,nan,nan,0
