timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
220037725,220037276,0,nan,nan,-1.3777132,-1.8484405,-0.14554171,-0.0028816462,0.0031445026,-0.067640774,-0.0004811036,-0.0009987158,8.453772e-05,1.8199422e-05,0.0014948783,-0.004239201,0.00017119528,-0.010342831,0.009639909,0.0019286465,0.03810689,2.7488327,nan,0.1,0.015876347,0.011037231,0.042456035,0.02895927,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220047828,220047160,0,nan,nan,-1.3777182,-1.8484344,-0.14554366,-0.0028816462,0.0031445026,-0.067640774,-0.00068430277,-0.0006272155,-3.3050069e-06,-7.275115e-05,0.0014948783,-0.004239201,0.00017119528,-0.10347783,-0.12869933,-0.047897678,0.03830376,2.7488327,nan,0.1,0.014055811,0.009807674,0.03969188,0.027169691,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220146588,220146000,0,nan,nan,-1.3777232,-1.8485564,-0.14559658,-0.0028816462,0.0031445026,-0.067640774,6.514068e-05,0.002774381,0.00057296775,0.00047230694,0.0014948783,-0.004239201,0.00017119528,0.040549967,0.0828607,0.056570254,0.03651539,2.7488327,nan,0.1,0.013398493,0.009355824,0.039137885,0.02680241,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220245306,220244840,0,nan,nan,-1.3776536,-1.8485953,-0.14563826,-0.0028816462,0.0031445026,-0.067640774,0.0004626262,-0.0026375097,6.5819468e-06,-8.509511e-05,0.0014948783,-0.004239201,0.00017119528,0.052000903,0.016060628,0.024742303,0.037147533,2.7488327,nan,0.10005847,0.014707636,0.01023495,0.041605227,0.028397292,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220344104,220343680,0,nan,nan,-1.3775889,-1.8487101,-0.14564632,-0.0028816462,0.0031445026,-0.067640774,0.0006680851,-0.0014929153,-0.00014457492,-0.0001887103,0.0014948783,-0.004239201,0.00017119528,0.035654597,-0.021111896,0.034430336,0.03707766,2.7488327,nan,0.10015302,0.015750566,0.010939908,0.042999282,0.029297711,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220442974,220442521,0,nan,nan,-1.3775038,-1.8487538,-0.14566587,-0.0028816462,0.0031445026,-0.067640774,0.0010108644,-0.0031913375,-0.0007893514,-0.0007956691,0.0014948783,-0.004239201,0.00017119528,0.0045911325,-0.06819738,-0.0068622488,0.03719691,2.7488327,nan,0.10016311,0.014828247,0.010318164,0.041642606,0.028423654,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220542007,220541361,0,nan,nan,-1.3774316,-1.8488729,-0.14572649,-0.0028816462,0.0031445026,-0.067640774,0.00076524384,-0.0018270266,-0.0009931489,-0.0009891771,0.0014948783,-0.004239201,0.00017119528,0.024824483,0.028168537,-0.003751253,0.03731143,2.7488327,nan,0.100095294,0.0143282525,0.0099752955,0.041158617,0.028108677,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220640620,220640201,0,nan,nan,-1.3773838,-1.8488907,-0.14582309,-0.0028816462,0.0031445026,-0.067640774,0.0009400551,-0.002633149,-0.00094034267,-0.0009493668,0.0014948783,-0.004239201,0.00017119528,0.0056939404,0.00792901,-0.0057684276,0.037138578,2.7488327,nan,0.10004925,0.014066642,0.009792814,0.041026387,0.02802215,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220739485,220739041,0,nan,nan,-1.377364,-1.8489543,-0.14591143,-0.0028816462,0.0031445026,-0.067640774,0.00075424445,-0.002277313,-0.0010759288,-0.001088771,0.0014948783,-0.004239201,0.00017119528,-0.014627567,-0.021438215,-0.0032009776,0.037305467,2.7488327,nan,0.10006804,0.013941088,0.009703427,0.04101019,0.028013026,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
220848440,220847765,0,nan,nan,-1.3773655,-1.8489336,-0.14601597,-0.0028816462,0.0031445026,-0.067640774,0.0008541465,-0.0022038254,-0.0013048525,-0.0013088366,0.0014948783,-0.004239201,0.00017119528,0.040155318,-0.016613875,-0.0042789145,0.037135392,2.7488327,nan,0.10011455,0.012686795,0.008852158,0.03902403,0.02672865,inf,inf,inf,inf,1,1,1,1,5,4,3,2,6,1,0,0,1,0
