timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
220046064,220045924,2.0895766e-10,0.050909173,0.06758664,0.016677475,nan,nan,nan,nan,0
220047299,220047160,2.080863e-10,0.050531615,0.06854315,0.018011546,nan,nan,nan,nan,0
220146140,220146000,4.3693948e-10,0.044495706,0.06295524,0.018459532,nan,nan,nan,nan,0
220247446,220247311,3.4263967e-11,0.05049512,0.062858865,0.012363744,nan,nan,nan,nan,0
220348760,220348622,0.0015277198,0.049794596,0.06609347,0.011715722,nan,nan,nan,nan,0
220446375,220446230,2.7736483e-11,0.04905574,0.06536373,0.016307995,nan,nan,nan,nan,0
220547674,220547538,0.00011121632,0.049095567,0.064010546,0.014581334,nan,nan,nan,nan,0
220646529,220646378,2.8851775e-11,0.04887264,0.06561302,0.01674038,nan,nan,nan,nan,0
220747822,220747690,9.213851e-05,0.04988325,0.066330284,0.016170617,nan,nan,nan,nan,0
220849137,220849001,0.003636082,0.05364307,0.07111576,0.02231207,nan,nan,nan,nan,0
220946742,220946605,0.021480093,0.07271635,0.08626811,0.038914893,nan,nan,nan,nan,0
221048059,221047919,0.04068347,0.090627044,0.10588461,0.055922825,nan,nan,nan,nan,0
221146895,221146757,0.061837755,0.1075146,0.12112337,0.08183489,nan,nan,nan,nan,0
221248207,221248068,0.08117569,0.1288478,0.14767039,0.09840195,nan,nan,nan,nan,0
221345805,221345673,0.10799435,0.14373933,0.16407043,0.12916213,nan,nan,nan,nan,0
221447120,221446984,0.13363773,0.1782619,0.19343416,0.14591749,nan,nan,nan,nan,0
221549674,221549531,0.15290478,0.20586683,0.22337575,0.16938362,nan,nan,nan,nan,0
221647271,221647136,0.18063863,0.23161237,0.2506013,0.19556656,nan,nan,nan,nan,0
221748583,221748447,0.20021686,0.26239738,0.28240323,0.22355762,nan,nan,nan,nan,0
221846187,221846052,0.23763357,0.3041566,0.30661812,0.23873089,nan,nan,nan,nan,0
221948736,221948598,0.25564498,0.32038748,0.3464156,0.28329912,nan,nan,nan,nan,0
222046336,222046203,0.2862208,0.3614314,0.37905267,0.30535325,nan,nan,nan,nan,0
222147650,222147514,0.32724854,0.39391717,0.40085346,0.3391016,nan,nan,nan,nan,0
222248960,222248825,0.3596546,0.43801418,0.43446815,0.3820025,nan,nan,nan,nan,0
222346587,222346430,0.39398408,0.5048199,0.47818893,0.3780421,nan,nan,nan,nan,0
222449114,222448977,0.40037325,0.5198684,0.5458599,0.43467942,nan,nan,nan,nan,0
222546721,222546582,0.44220996,0.59285235,0.5635857,0.4456467,nan,nan,nan,nan,0
222648029,222647893,0.42834932,0.6317756,0.6450584,0.47537926,nan,nan,nan,nan,0
222745635,222745498,0.4460428,0.63869727,0.70782435,0.49084386,nan,nan,nan,nan,0
222848188,222848045,0.4976355,0.72092545,0.685719,0.37610632,nan,nan,nan,nan,0
222949492,222949356,0.48739964,0.60596913,0.7588533,0.45780203,nan,nan,nan,nan,0
223047095,223046961,0.5507044,0.6592511,0.752185,0.38363287,nan,nan,nan,nan,0
223148407,223148272,0.5428075,0.6773653,0.7071909,0.47168475,nan,nan,nan,nan,0
223246016,223245877,0.51792014,0.7014672,0.6984562,0.47607386,nan,nan,nan,nan,0
223348565,223348423,0.5350525,0.71077055,0.65857375,0.48589355,nan,nan,nan,nan,0
223446162,223446028,0.47390398,0.6696233,0.7050916,0.56840706,nan,nan,nan,nan,0
223547477,223547339,0.46733683,0.68931526,0.6954911,0.5749185,nan,nan,nan,nan,0
