timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
916000,916000,0,nan,nan,0.00013049717,-0.0001636444,-0.0022714057,7.1013583e-06,-6.3903994e-06,0.0,0.0029405374,-0.0042601526,-0.028807927,2.285173,0.0017753395,-0.0015975998,-0.07726675,0.048249245,-0.0694772,-0.1487853,0.00038127613,0.0,nan,0.11101466,14.153247,10.003143,7.0714116,3.1622982,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
924000,924000,0,nan,nan,-4.3991404e-06,-9.5272284e-05,0.006468434,7.1013583e-06,-6.3903994e-06,0.0,0.0018133835,-0.00397427,0.13788156,2.2062633,0.0017753395,-0.0015975998,-0.07726675,0.05288224,-0.047351886,-0.1288941,1.6340343,0.0,nan,0.10345608,14.156171,10.003971,7.0715313,3.1623008,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
932000,932000,0,nan,nan,1.0936321e-05,-0.0001248467,0.0076097427,7.1013583e-06,-6.3903994e-06,0.0,0.002085169,-0.0033853771,0.13701618,2.1307738,0.0017753395,-0.0015975998,-0.07726675,0.038127426,0.07334002,-0.12622307,1.634032,0.0,nan,0.10348652,14.159429,10.004892,7.0716295,3.1623032,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
940000,940000,0,nan,nan,2.8981047e-05,-0.00014945632,0.008799615,7.1013583e-06,-6.3903994e-06,0.0,0.0025948298,-0.0028398414,0.13593309,2.0576186,0.0017753395,-0.0015975998,-0.07726675,0.06254151,0.06314243,-0.15946011,1.6340345,0.0,nan,0.10345947,14.163017,10.005909,7.0717454,3.1623058,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
948000,948000,0,nan,nan,5.0896262e-05,-0.00016892697,0.010032884,7.1013583e-06,-6.3903994e-06,0.0,0.0032034323,-0.00226146,0.13475129,1.9867476,0.0017753395,-0.0015975998,-0.07726675,0.08447305,0.061608817,-0.16017164,1.6340532,0.0,nan,0.10338034,14.166937,10.007018,7.07188,3.1623082,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
956000,956000,0,nan,nan,7.776199e-05,-0.00018301711,0.01130609,7.1013583e-06,-6.3903994e-06,0.0,0.0038125517,-0.0016705759,0.13373691,1.9182851,0.0017753395,-0.0015975998,-0.07726675,0.06375937,0.058926232,-0.13801734,1.634066,0.0,nan,0.103251606,14.171185,10.008221,7.0720325,3.1623106,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
964000,964000,0,nan,nan,0.000108457585,-0.00019189762,0.012616372,7.1013583e-06,-6.3903994e-06,0.0,0.004272586,-0.0011158761,0.1327319,1.8519528,0.0017753395,-0.0015975998,-0.07726675,0.057399794,0.063570604,-0.1380462,1.6340839,0.0,nan,0.10307614,14.175757,10.009516,7.072203,3.162313,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
972000,972000,0,nan,nan,0.0001425999,-0.0001946749,0.013959469,7.1013583e-06,-6.3903994e-06,0.0,0.00474493,-0.00044048164,0.1314621,1.787373,0.0017753395,-0.0015975998,-0.07726675,0.061024893,0.06044228,-0.17758644,1.6340872,0.0,nan,0.10285843,14.180655,10.010903,7.0723925,3.1623156,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
980000,980000,0,nan,nan,0.00018081216,-0.00019186741,0.015331699,7.1013583e-06,-6.3903994e-06,0.0,0.005336999,4.2036947e-05,0.13034748,1.7248755,0.0017753395,-0.0015975998,-0.07726675,0.07339373,0.044168886,-0.15259999,1.6340768,0.0,nan,0.10260256,14.185874,10.0123825,7.0725994,3.162318,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
988000,988000,0,nan,nan,0.00022286139,-0.00018270288,0.01673078,7.1013583e-06,-6.3903994e-06,0.0,0.005629346,0.0008266617,0.12926808,1.6642605,0.0017753395,-0.0015975998,-0.07726675,0.016642049,0.079967365,-0.13023148,1.6340644,0.0,nan,0.10231024,14.191413,10.013951,7.072826,3.1623204,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
