timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
176504897,176504749,1.67082e-09,0.0019999968,0.0019999966,1.720217e-11,nan,nan,nan,nan,0
176507361,176507220,2.711052e-10,0.0019999964,0.0020000003,1.9933121e-11,nan,nan,nan,nan,0
176606187,176606048,0.0,0.0019999968,0.0020000008,0.0,nan,nan,nan,nan,0
176707520,176707346,0.0,0.0019999968,0.0020000006,0.0,nan,nan,nan,nan,0
176805087,176804941,5.3801148e-12,0.002,0.0019999938,4.447506e-09,nan,nan,nan,nan,0
176906377,176906237,2.1743511e-09,0.0019999943,0.0020000022,3.753991e-11,nan,nan,nan,nan,0
177007676,177007536,0.0,0.0019999947,0.0020000024,0.0,nan,nan,nan,nan,0
177106502,177106364,0.0,0.014358825,0.014358831,0.0,nan,nan,nan,nan,0
177207798,177207662,7.661327e-10,0.043578565,0.04357857,4.877452e-11,nan,nan,nan,nan,0
177305393,177305255,0.013052706,0.07511199,0.062059287,2.7123633e-12,nan,nan,nan,nan,0
177406694,177406553,0.04158015,0.100052014,0.06984251,0.0072378996,nan,nan,nan,nan,0
177505522,177505381,0.06074824,0.117090754,0.08754371,0.027685624,nan,nan,nan,nan,0
177606834,177606684,0.08024742,0.13858202,0.10775365,0.0455698,nan,nan,nan,nan,0
177708117,177707978,0.10297695,0.1462094,0.12764782,0.07942908,nan,nan,nan,nan,0
177805704,177805571,0.12571846,0.16400094,0.150232,0.10550616,nan,nan,nan,nan,0
177908245,177908105,0.14669828,0.20863874,0.17961419,0.11602458,nan,nan,nan,nan,0
178005838,178005697,0.1735957,0.2333836,0.20351285,0.14227203,nan,nan,nan,nan,0
178107133,178106996,0.2023793,0.2667923,0.22940865,0.15763476,nan,nan,nan,nan,0
178204727,178204589,0.23128349,0.29640028,0.2545155,0.18656178,nan,nan,nan,nan,0
178307264,178307122,0.25602517,0.32660183,0.29147375,0.21281454,nan,nan,nan,nan,0
178408559,178408421,0.2926026,0.3562674,0.31263658,0.24548168,nan,nan,nan,nan,0
178506152,178506013,0.3177924,0.4079369,0.35201222,0.25603825,nan,nan,nan,nan,0
178607449,178607312,0.34352812,0.42489755,0.3931508,0.29794893,nan,nan,nan,nan,0
178706279,178706140,0.3648555,0.4527902,0.43725774,0.3462695,nan,nan,nan,nan,0
178807576,178807438,0.39648792,0.50785434,0.4875591,0.36126325,nan,nan,nan,nan,0
178905169,178905031,0.42591175,0.56716394,0.5247676,0.37186766,nan,nan,nan,nan,0
179006488,179006330,0.45424905,0.62700987,0.5733575,0.38201314,nan,nan,nan,nan,0
179107770,179107628,0.466232,0.6776925,0.6209466,0.40748036,nan,nan,nan,nan,0
179206611,179206456,0.40279913,0.73849666,0.7031143,0.4347081,nan,nan,nan,nan,0
179307892,179307755,0.29214418,0.75673944,0.76726943,0.4707998,nan,nan,nan,nan,0
179405484,179405347,0.19771336,0.85080636,0.72070986,0.52740186,nan,nan,nan,nan,0
179506808,179506653,0.07222645,0.92497337,0.63905466,0.6651823,nan,nan,nan,nan,0
179605611,179605474,0.083122775,0.9428969,0.6125965,0.695033,nan,nan,nan,nan,0
179706912,179706772,0.16229215,0.87190336,0.6176679,0.6822245,nan,nan,nan,nan,0
179808210,179808071,0.24304497,0.86154157,0.60159117,0.6467942,nan,nan,nan,nan,0
179905798,179905664,0.33349067,0.8660175,0.56255585,0.60914063,nan,nan,nan,nan,0
180008335,180008198,0.34730008,0.80084723,0.62638724,0.6112299,nan,nan,nan,nan,0
180105946,180105790,0.34260523,0.7944726,0.68794924,0.5902028,nan,nan,nan,nan,0
180207227,180207089,0.3877521,0.82968795,0.69749206,0.5416482,nan,nan,nan,nan,0
180304820,180304682,0.41478607,0.7846651,0.7321304,0.57079273,nan,nan,nan,nan,0
180407361,180407220,0.45825437,0.7844373,0.7207218,0.5535606,nan,nan,nan,nan,0
180508655,180508515,0.43318292,0.76806355,0.75216395,0.53682953,nan,nan,nan,nan,0
180606245,180606107,0.451699,0.7446632,0.75431603,0.53970975,nan,nan,nan,nan,0
180707551,180707406,0.47467855,0.7675586,0.74875104,0.51627606,nan,nan,nan,nan,0
180805134,180804998,0.43715078,0.77770066,0.7893736,0.5039738,nan,nan,nan,nan,0
180907689,180907532,0.45954925,0.7857476,0.78443,0.49782318,nan,nan,nan,nan,0
181005264,181005125,0.44448304,0.7896539,0.80869824,0.49414602,nan,nan,nan,nan,0
181106566,181106424,0.46622625,0.79335046,0.78898805,0.48843077,nan,nan,nan,nan,0
181207864,181207722,0.4913559,0.7902612,0.78299487,0.49324918,nan,nan,nan,nan,0
181306692,181306550,0.4815866,0.7964125,0.7839124,0.4766048,nan,nan,nan,nan,0
181407986,181407849,0.47099882,0.77713394,0.78562045,0.50990564,nan,nan,nan,nan,0
181505580,181505442,0.4510956,0.7681733,0.7989682,0.5204125,nan,nan,nan,nan,0
181606885,181606740,0.47046366,0.7690557,0.7862517,0.51658005,nan,nan,nan,nan,0
181705707,181705568,0.44782525,0.77418137,0.7956518,0.520348,nan,nan,nan,nan,0
181807007,181806867,0.44374406,0.7750377,0.78951555,0.52018946,nan,nan,nan,nan,0
181908303,181908166,0.46105126,0.76804394,0.7875587,0.53301096,nan,nan,nan,nan,0
182005898,182005758,0.44456333,0.7873725,0.78827196,0.51636374,nan,nan,nan,nan,0
182107196,182107057,0.4588169,0.78762704,0.7758865,0.53255457,nan,nan,nan,nan,0
182206025,182205885,0.45381674,0.78545344,0.7828336,0.51790327,nan,nan,nan,nan,0
182307322,182307184,0.45014915,0.7740342,0.7848107,0.53729093,nan,nan,nan,nan,0
182404918,182404777,0.471075,0.79699856,0.7772001,0.5167713,nan,nan,nan,nan,0
182506212,182506075,0.4730301,0.78656894,0.7705093,0.51479596,nan,nan,nan,nan,0
182605040,182604903,0.46861446,0.79964787,0.78020936,0.51125014,nan,nan,nan,nan,0
182706348,182706202,0.47205856,0.80351186,0.7829926,0.5079799,nan,nan,nan,nan,0
182807639,182807501,0.45786119,0.7871667,0.7846077,0.5143343,nan,nan,nan,nan,0
182905229,182905094,0.47744483,0.78671765,0.78509355,0.5214755,nan,nan,nan,nan,0
183007773,183007628,0.4566171,0.78470576,0.790093,0.5269167,nan,nan,nan,nan,0
183105360,183105220,0.47053334,0.7835845,0.77586347,0.5204166,nan,nan,nan,nan,0
183206659,183206519,0.4859196,0.7830795,0.7808264,0.52777606,nan,nan,nan,nan,0
183307972,183307818,0.453535,0.78221625,0.79869473,0.5320991,nan,nan,nan,nan,0
183406784,183406646,0.45090193,0.77491426,0.7920634,0.54462427,nan,nan,nan,nan,0
183508082,183507945,0.45983097,0.7890696,0.78504205,0.5209503,nan,nan,nan,nan,0
183605676,183605537,0.46876863,0.79691285,0.7864113,0.5119611,nan,nan,nan,nan,0
183706976,183706836,0.47965246,0.79704076,0.7825675,0.5146062,nan,nan,nan,nan,0
183805802,183805664,0.47024792,0.7716035,0.7908733,0.53937626,nan,nan,nan,nan,0
183907103,183906963,0.47985545,0.7880536,0.8023184,0.53293407,nan,nan,nan,nan,0
184008399,184008262,0.45507827,0.79173344,0.81007785,0.51922476,nan,nan,nan,nan,0
184105992,184105855,0.47072804,0.78019357,0.79616046,0.541907,nan,nan,nan,nan,0
184207293,184207153,0.45357123,0.7754495,0.79845583,0.54891396,nan,nan,nan,nan,0
184306122,184305982,0.45735672,0.7833119,0.7878042,0.5293374,nan,nan,nan,nan,0
184407418,184407280,0.4474631,0.7872715,0.8005961,0.53105325,nan,nan,nan,nan,0
184505011,184504873,0.45149583,0.80575407,0.7944721,0.50200164,nan,nan,nan,nan,0
184606318,184606172,0.47101995,0.7995527,0.77879107,0.5107985,nan,nan,nan,nan,0
