timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
134042929,134042794,0.00035722606,0.032186236,0.050194897,0.01693698,nan,nan,nan,nan,0
134044166,134044030,0.0020000595,0.033383865,0.051755928,0.018479344,nan,nan,nan,nan,0
134145484,134145347,0.018102005,0.048780415,0.0663908,0.036894143,nan,nan,nan,nan,0
134244331,134244193,0.034740668,0.06610284,0.084269844,0.05521822,nan,nan,nan,nan,0
134345649,134345510,0.053963754,0.08446985,0.10461454,0.07249406,nan,nan,nan,nan,0
134443254,134443120,0.07295679,0.11179534,0.12426863,0.0872916,nan,nan,nan,nan,0
134544573,134544438,0.09505944,0.13448122,0.14191169,0.1098832,nan,nan,nan,nan,0
134643421,134643285,0.122039,0.14945588,0.16498424,0.13690563,nan,nan,nan,nan,0
134744734,134744601,0.14677978,0.17085378,0.19003862,0.164484,nan,nan,nan,nan,0
134846058,134845918,0.1718075,0.20614187,0.22060932,0.18414395,nan,nan,nan,nan,0
134943665,134943528,0.19621864,0.22637707,0.2513442,0.21688339,nan,nan,nan,nan,0
135044985,135044846,0.22481273,0.2598787,0.27860922,0.23953602,nan,nan,nan,nan,0
135143828,135143691,0.253777,0.28681237,0.30774695,0.2728357,nan,nan,nan,nan,0
135245149,135245011,0.28648907,0.32859483,0.33652428,0.29305667,nan,nan,nan,nan,0
135342754,135342619,0.30135462,0.3494781,0.38247877,0.3398259,nan,nan,nan,nan,0
135444090,135443936,0.3226863,0.3645372,0.42008758,0.39597443,nan,nan,nan,nan,0
135545389,135545254,0.35132614,0.4017946,0.46192566,0.42352688,nan,nan,nan,nan,0
135644236,135644099,0.3617936,0.41675425,0.5268106,0.47280008,nan,nan,nan,nan,0
135745556,135745417,0.44505993,0.55356723,0.5291445,0.41075975,nan,nan,nan,nan,0
135843166,135843027,0.4938459,0.67183286,0.5416739,0.35901862,nan,nan,nan,nan,0
135944477,135944344,0.4774706,0.6962232,0.63794446,0.40358967,nan,nan,nan,nan,0
136043332,136043190,0.3750464,0.6304599,0.7406362,0.5145184,nan,nan,nan,nan,0
136144643,136144507,0.48692486,0.8079679,0.6402455,0.34212047,nan,nan,nan,nan,0
136245957,136245825,0.49396902,0.7596851,0.7255267,0.32702836,nan,nan,nan,nan,0
136343570,136343435,0.5010262,0.66481537,0.7952366,0.4063686,nan,nan,nan,nan,0
136444891,136444752,0.566864,0.68349886,0.65805393,0.45926976,nan,nan,nan,nan,0
136543734,136543598,0.5074911,0.6150176,0.6745087,0.5567522,nan,nan,nan,nan,0
136645054,136644915,0.4991196,0.73878866,0.60277975,0.49220952,nan,nan,nan,nan,0
136742666,136742526,0.441775,0.74621105,0.6326686,0.5408719,nan,nan,nan,nan,0
136843978,136843843,0.4050138,0.7095474,0.6584925,0.58566266,nan,nan,nan,nan,0
136945300,136945161,0.44415122,0.7624623,0.6461171,0.5429825,nan,nan,nan,nan,0
