timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
166017764,166017485,0.9985688,0.014052744,0.018073104,-0.048336484,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166022692,166022426,0.9985691,0.014047012,0.01807068,-0.048332226,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166067196,166066899,0.99857366,0.01403666,0.018056836,-0.048245925,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166121517,166121254,0.99857473,0.014024325,0.018098686,-0.04821004,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166170929,166170668,0.9985761,0.013977109,0.018017033,-0.04822775,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166220339,166220082,0.99857634,0.014000195,0.018106043,-0.048182845,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166269775,166269496,0.9985762,0.013922889,0.018150996,-0.048190385,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166319176,166318910,0.99858516,0.013886791,0.018212892,-0.047992073,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166368581,166368324,0.9985821,0.013813064,0.01826553,-0.048057526,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166418002,166417738,0.99857795,0.013746281,0.018442355,-0.048095733,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166472360,166472093,0.99858946,0.013757674,0.018467115,-0.047842603,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166521858,166521507,0.9985812,0.0136111155,0.01852796,-0.04803409,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166571375,166570921,0.9985765,0.01359593,0.018659487,-0.048082493,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166620594,166620335,0.99858737,0.01361084,0.018799564,-0.04779823,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166670019,166669749,0.998582,0.013669396,0.019091042,-0.04777841,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166719455,166719163,0.9985767,0.013443487,0.019134307,-0.047934998,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166768870,166768577,0.99857473,0.012903203,0.019408409,-0.04801474,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166823197,166822932,0.99858284,0.012702513,0.019895457,-0.047699098,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166872630,166872346,0.9985713,0.012842266,0.020486895,-0.04765374,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166922161,166921760,0.9985473,0.012997814,0.021537477,-0.047650862,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
166966495,166966233,0.99854296,0.011924545,0.022298101,-0.047672268,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167020858,167020588,0.99852026,0.010925751,0.023616742,-0.04775273,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167070263,167070002,0.9984957,0.009929354,0.02583719,-0.04733145,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167119685,167119416,0.9984088,0.009494161,0.02978386,-0.04693356,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167174085,167173772,0.9982932,0.0069005494,0.035261996,-0.04603882,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167218511,167218244,0.9982096,0.0039860965,0.039275937,-0.04493636,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167267928,167267658,0.9981038,0.0013762403,0.04403952,-0.04298393,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167317339,167317072,0.99792147,-0.0014023647,0.04968377,-0.04101722,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167371730,167371428,0.9976944,-0.005637069,0.055703405,-0.038358167,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167421131,167420842,0.9977787,-0.008197487,0.056566745,-0.034216736,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167470524,167470256,0.998334,-0.0067422404,0.048278276,-0.03087202,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167519938,167519670,0.9989751,-0.0026137282,0.034827996,-0.028793309,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167569376,167569084,0.99942565,0.0025512427,0.020038536,-0.027209839,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167618764,167618498,0.999604,0.007630546,0.008304511,-0.025783936,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167668197,167667912,0.99963975,0.010644663,-2.6777647e-05,-0.024641395,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167722554,167722267,0.99960065,0.01247579,-0.0065338206,-0.024498599,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167772171,167771685,0.99951905,0.014528484,-0.011810259,-0.024724958,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167821358,167821095,0.9994124,0.016457532,-0.015954105,-0.025486602,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
167870772,167870509,0.99930406,0.019752247,-0.017872099,-0.026113141,-0.24799058,3.1249336e-10,5.213041e-10,-0.96876246,3
