timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
493217777,493217358,0.99654263,0.013148313,0.025619928,-0.07793313,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493223132,493222691,0.996542,0.013150301,0.025632128,-0.07793766,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493270929,493270487,0.9965426,0.013162311,0.025629956,-0.07792759,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493318758,493318338,0.9965434,0.0131349955,0.025616292,-0.07792637,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493371890,493371430,0.99654454,0.013111301,0.025625281,-0.07791352,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493419715,493419253,0.996545,0.013136962,0.025661293,-0.077890314,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493467490,493467070,0.99654424,0.013119876,0.025679542,-0.07789747,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493520626,493520202,0.99654275,0.013108519,0.025682183,-0.07791808,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493568456,493568037,0.99654365,0.013123033,0.025694132,-0.07789992,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493616264,493615822,0.99654424,0.013126656,0.025723109,-0.077881925,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493669404,493668983,0.9965457,0.013099249,0.025711806,-0.077872664,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493722509,493722054,0.99654305,0.013090742,0.025721522,-0.07790336,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493770395,493769948,0.99655575,0.013123677,0.025740039,-0.07772925,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493818212,493817772,0.99653846,0.01310683,0.025730195,-0.077957906,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493871243,493870826,0.99654424,0.013113176,0.025772031,-0.07786865,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493919199,493918741,0.9965552,0.013091368,0.025762616,-0.07773551,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
493966966,493966501,0.99654144,0.013041029,0.02571684,-0.07793426,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494020105,494019642,0.9965476,0.0130545795,0.025668072,-0.077869534,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494067846,494067431,0.996562,0.013054469,0.025662344,-0.077686414,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494121012,494120593,0.99654967,0.013048638,0.025679862,-0.0778409,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494168795,494168390,0.9965475,0.013053888,0.025694055,-0.0778619,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494221960,494221487,0.99655837,0.013068811,0.025684297,-0.07772438,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494269796,494269379,0.99655205,0.013046546,0.025639862,-0.07782341,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494317618,494317192,0.99655193,0.013049616,0.025612213,-0.07783317,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494370797,494370320,0.996561,0.013102187,0.025608426,-0.07770895,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494418469,494418067,0.9965594,0.013081456,0.025513537,-0.07776496,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494466367,494465959,0.9965573,0.013051309,0.025479957,-0.07780854,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494519461,494519028,0.99656606,0.013047113,0.025410652,-0.07771897,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494572586,494572158,0.99656343,0.01300989,0.025351414,-0.07777837,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494620435,494619972,0.99656343,0.012986445,0.025356978,-0.07777955,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494668282,494667819,0.9965616,0.012961683,0.025331926,-0.07781586,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494716025,494715615,0.9965615,0.012971063,0.025343679,-0.07781142,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494769193,494768786,0.9965611,0.013023935,0.025353095,-0.07780566,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494816994,494816583,0.99656427,0.013010711,0.025284337,-0.07778839,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494870172,494869764,0.99656594,0.013039661,0.025304358,-0.07775606,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494917979,494917556,0.99656856,0.012971661,0.025314704,-0.077730194,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
494971038,494970633,0.9965649,0.012937972,0.025256269,-0.07780244,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495018938,495018525,0.9965696,0.012983883,0.025292184,-0.0777234,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495071997,495071570,0.99657094,0.01299754,0.025243556,-0.07771889,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495119803,495119397,0.9965679,0.013048267,0.025293723,-0.07773262,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495167760,495167290,0.9965749,0.012965772,0.025204973,-0.077686846,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495215490,495215084,0.9965769,0.012940719,0.025245737,-0.077651866,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495268587,495268154,0.9965885,0.013033738,0.025213595,-0.07749763,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495321799,495321379,0.99657387,0.013052382,0.025243422,-0.07767299,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495369559,495369151,0.9965821,0.012967648,0.025236644,-0.07758396,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495422689,495422280,0.99658453,0.012943958,0.025216416,-0.07756144,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495470508,495470090,0.9965885,0.012926116,0.025279408,-0.077493615,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495518345,495517891,0.99659604,0.012963351,0.025311982,-0.077379145,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495566120,495565716,0.9965828,0.012928941,0.025270633,-0.077569954,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495619322,495618917,0.9965973,0.012935354,0.025427097,-0.077331655,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495667125,495666715,0.9965949,0.013025096,0.025436271,-0.07734411,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495720263,495719848,0.99660116,0.013004036,0.025421893,-0.077270605,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495773404,495772967,0.9966084,0.012982952,0.025486033,-0.07716071,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495821189,495820722,0.99661887,0.012882445,0.025592752,-0.077006206,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495869064,495868621,0.9966177,0.012733273,0.025795456,-0.0769782,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495916867,495916422,0.9965822,0.01266893,0.026136154,-0.077333584,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
495969895,495969488,0.9965997,0.012476046,0.026674133,-0.07695427,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496017790,496017380,0.996601,0.012421892,0.027307479,-0.076723725,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496070918,496070485,0.9965966,0.011786284,0.027873926,-0.076677516,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496118717,496118294,0.9965744,0.011332975,0.029406372,-0.0764612,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496171883,496171422,0.9964968,0.010407425,0.031396102,-0.07681299,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496219602,496219194,0.9964532,0.007749846,0.03422572,-0.07648226,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496267491,496267086,0.9964129,0.0054922923,0.03699705,-0.07591104,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496320577,496320154,0.99639624,0.0012821376,0.04022825,-0.074663185,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496368407,496367971,0.9963927,-0.0024264904,0.04429686,-0.07234284,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496416293,496415865,0.996372,-0.0060150963,0.048313484,-0.06980407,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496469401,496468993,0.99653673,-0.0084088715,0.049801398,-0.066058934,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
496522495,496522052,0.9969144,-0.007484852,0.045641303,-0.06342364,-0.28187245,2.6112106e-09,5.5163135e-10,-0.959452,3
