timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
144166182,144165600,0,nan,nan,-0.9680947,-1.8031465,-0.14748242,-0.96699864,-1.8024907,-0.19592823,0.0003504607,-0.00219264,-0.0005766071,-0.0015272347,0.00046651627,1.2957106e-05,0.0,-0.013921732,0.0077216243,-0.019438358,-0.021618776,2.6410239,nan,0.1,0.019152788,0.013162766,0.04694266,0.031273153,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144176981,144176262,0,nan,nan,-0.9680882,-1.8031622,-0.14750051,-0.96699864,-1.8024907,-0.19592823,0.00039598194,-0.0024029901,-0.0007356998,-0.0016831827,0.00046651627,1.2957106e-05,0.0,0.0050685527,-0.04862864,-0.037819315,-0.021597853,2.6410239,nan,0.1,0.01607555,0.011140706,0.04262949,0.028627329,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144262055,144261228,0,nan,nan,-0.96803945,-1.8032923,-0.14767264,-0.96699864,-1.8024907,-0.19592823,0.0004608495,-0.0023107582,-0.0017645605,-0.002678156,0.00046651627,1.2957106e-05,0.0,0.0061474955,0.0028558737,-0.01251786,-0.021648888,2.6410239,nan,0.1,0.015696403,0.010885052,0.042335767,0.028438993,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144368054,144367486,0,nan,nan,-0.96800596,-1.80338,-0.14792043,-0.96699864,-1.8024907,-0.19592823,-0.000283421,-0.0018363147,-0.0013570306,-0.0022065113,0.00046651627,1.2957106e-05,0.0,0.004947229,-0.00024573025,0.019640584,-0.021733314,2.6410239,nan,0.100083835,0.015901512,0.011020532,0.042578757,0.028590372,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144463912,144463158,0,nan,nan,-0.968011,-1.8034173,-0.14807343,-0.96699864,-1.8024907,-0.19592823,3.0129566e-05,-0.0021284916,-0.0013843487,-0.002151113,0.00046651627,1.2957106e-05,0.0,0.010258925,-0.014205458,-0.00045851473,-0.021667814,2.6410239,nan,0.10017472,0.01581177,0.010958521,0.042607833,0.028606677,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144569967,144569415,0,nan,nan,-0.96792513,-1.8034675,-0.14825024,-0.96699864,-1.8024907,-0.19592823,0.0013880233,-0.0023088902,-0.0016466203,-0.0022904433,0.00046651627,1.2957106e-05,0.0,0.028146816,-0.005423887,0.0070911427,-0.021693878,2.6410239,nan,0.10031671,0.01598985,0.011078101,0.04271464,0.028675923,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144665781,144665041,0,nan,nan,-0.96783465,-1.8034436,-0.14827394,-0.96699864,-1.8024907,-0.19592823,0.00033130354,-0.0018024903,-2.048485e-05,-0.00053761504,0.00046651627,1.2957106e-05,0.0,0.052486062,-0.196658,-0.018580716,-0.021743337,2.6410239,nan,0.10031354,0.015873468,0.010999615,0.042664196,0.028643139,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144761508,144760714,0,nan,nan,-0.967819,-1.8033382,-0.148239,-0.96699864,-1.8024907,-0.19592823,0.00041554277,0.00059988396,-5.995421e-05,-0.00043907776,0.00046651627,1.2957106e-05,0.0,-0.056249928,-0.071996175,-0.089322165,-0.022118283,2.6410239,nan,0.10035693,0.01571242,0.0108960625,0.04220592,0.02836413,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144867530,144866944,0,nan,nan,-0.96778566,-1.8031925,-0.14824016,-0.96699864,-1.8024907,-0.19592823,0.0006356851,0.00025360155,-0.0012738109,-0.0015088365,0.00046651627,1.2957106e-05,0.0,0.0132784555,0.12571822,-0.01293443,-0.022508897,2.6410239,nan,0.10037016,0.015998611,0.011080682,0.042921506,0.028801525,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
144963337,144962552,0,nan,nan,-0.96771413,-1.8028493,-0.14823815,-0.96699864,-1.8024907,-0.19592823,0.0012256844,-0.00017745653,-0.00082761195,-0.00095530256,0.00046651627,1.2957106e-05,0.0,0.01999563,-0.023201114,-0.008077608,-0.022073116,2.6410239,nan,0.100378595,0.015801078,0.010954735,0.04233443,0.028443316,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145069373,145068822,0,nan,nan,-0.9676117,-1.802628,-0.14827266,-0.96699864,-1.8024907,-0.19592823,0.0015550085,0.0019190229,-0.0010581742,-0.001071655,0.00046651627,1.2957106e-05,0.0,-0.01740182,-0.0056286505,0.030523628,-0.0220342,2.6410239,nan,0.10039999,0.016060628,0.011122447,0.04297715,0.028836211,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145165287,145164484,0,nan,nan,-0.96750367,-1.8024598,-0.14823996,-0.96699864,-1.8024907,-0.19592823,0.0019051105,0.00010279866,-0.0012624068,-0.0011863858,0.00046651627,1.2957106e-05,0.0,0.022729017,0.027634203,-0.02014672,-0.022463301,2.6410239,nan,0.100358,0.015839992,0.010981554,0.042347517,0.028453141,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145260824,145260157,0,nan,nan,-0.9674175,-1.8023925,-0.14825319,-0.96699864,-1.8024907,-0.19592823,0.0018024818,-0.00094889983,-0.0009806551,-0.00082019984,0.00046651627,1.2957106e-05,0.0,-0.027213724,-0.022877833,-0.01648117,-0.02196796,2.6410239,nan,0.10038819,0.015763154,0.0109274695,0.04245683,0.02851559,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145367132,145366363,0,nan,nan,-0.9673392,-1.8023487,-0.14822033,-0.96699864,-1.8024907,-0.19592823,0.0023704686,0.00051153195,-0.00080043083,-0.00055764755,0.00046651627,1.2957106e-05,0.0,0.03972652,-0.045834057,-0.052429076,-0.02212676,2.6410239,nan,0.1003437,0.015852414,0.010990658,0.04234206,0.028449688,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145462811,145462053,0,nan,nan,-0.967294,-1.8023678,-0.14814976,-0.96699864,-1.8024907,-0.19592823,0.0010170073,0.0004471698,8.561199e-05,0.0003930592,0.00046651627,1.2957106e-05,0.0,-0.03473977,0.12535518,0.048834395,-0.02215124,2.6410239,nan,0.10027879,0.015769077,0.010932038,0.04245113,0.028512863,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145568971,145568320,0,nan,nan,-0.9673524,-1.8022865,-0.14799076,-0.96699864,-1.8024907,-0.19592823,0.00070061174,0.0013973365,0.0011203903,0.0014779813,0.00046651627,1.2957106e-05,0.0,-0.04195794,0.018604172,-0.027243309,-0.022161009,2.6410239,nan,0.10015195,0.015953828,0.011055551,0.042598423,0.02860784,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145664658,145663943,0,nan,nan,-0.9674267,-1.8021882,-0.14777173,-0.96699864,-1.8024907,-0.19592823,0.00013562635,0.0010819451,0.0015801658,0.0019580785,0.00046651627,1.2957106e-05,0.0,-0.09182829,-0.041649777,0.047731914,-0.022229236,2.6410239,nan,0.1000145,0.015845409,0.010981856,0.04259095,0.028601673,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145760289,145759583,0,nan,nan,-0.9674802,-1.8020853,-0.14759122,-0.96699864,-1.8024907,-0.19592823,0.0027285805,0.0016213089,0.0011309859,0.001496594,0.00046651627,1.2957106e-05,0.0,0.26577252,0.14939363,-0.017652834,-0.022112735,2.6410239,nan,0.1,0.015779346,0.010935584,0.04264204,0.028630132,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145866487,145865816,0,nan,nan,-0.96739376,-1.8019638,-0.14752267,-0.96699864,-1.8024907,-0.19592823,0.0012819179,0.00082238397,0.0002714861,0.0005728696,0.00046651627,1.2957106e-05,0.0,-0.29261842,-0.212392,-0.20056096,-0.02238465,2.6410239,nan,0.1,0.015881753,0.011006579,0.042621426,0.028619207,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
145962136,145961480,0,nan,nan,-0.9672978,-1.801901,-0.14757821,-0.96699864,-1.8024907,-0.19592823,0.0027271942,0.00089513167,-0.00055433204,-0.00034429703,0.00046651627,1.2957106e-05,0.0,0.061600883,-0.22993204,-0.11668213,-0.022232793,2.6410239,nan,0.1,0.015802255,0.010951449,0.042653624,0.028634647,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146057644,146057117,0,nan,nan,-0.9671808,-1.8017882,-0.14775477,-0.96699864,-1.8024907,-0.19592823,0.0028962118,0.0010655957,-0.0012688481,-0.0011585439,0.00046651627,1.2957106e-05,0.0,-0.35417312,-0.13703482,-0.22931163,-0.022308102,2.6410239,nan,0.10004824,0.018973839,0.013032267,0.047248647,0.031446893,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146164050,146163388,0,nan,nan,-0.9670618,-1.8018054,-0.14796823,-0.96699864,-1.8024907,-0.19592823,0.0028192105,0.0022894845,-0.0013383394,-0.0013465122,0.00046651627,1.2957106e-05,0.0,0.1722168,0.3177574,-0.3469861,-0.02233989,2.6410239,nan,0.100261696,0.015877241,0.010999297,0.04286413,0.02876281,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146270204,146269656,0,nan,nan,-0.96701187,-1.8017522,-0.14825055,-0.96699864,-1.8024907,-0.19592823,0.0020122062,0.0010758888,-0.0017532223,-0.0018676432,0.00046651627,1.2957106e-05,0.0,-0.024599927,-0.2910338,-0.19424711,-0.022453958,2.6410239,nan,0.10054401,0.01613854,0.011169382,0.04335707,0.029062934,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146366030,146365300,0,nan,nan,-0.9669982,-1.8017863,-0.14858574,-0.96699864,-1.8024907,-0.19592823,0.0007369462,-0.0025059811,-0.004674673,-0.0048607546,0.00046651627,1.2957106e-05,0.0,-0.20116407,-0.9397345,0.23659079,-0.022607753,2.6410239,nan,0.1008792,0.015996622,0.011076821,0.043079287,0.028895358,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146461599,146460916,0,nan,nan,-0.967052,-1.8017675,-0.14903075,-0.96699864,-1.8024907,-0.19592823,0.0018134356,0.0039733574,-0.0041526738,-0.0043873223,0.00046651627,1.2957106e-05,0.0,-0.13563931,0.30186468,-0.39660153,-0.022953909,2.6410239,nan,0.10132421,0.015897617,0.011010963,0.0429494,0.028808866,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146567676,146567153,0,nan,nan,-0.9671469,-1.8017936,-0.14949699,-0.96699864,-1.8024907,-0.19592823,0.001175825,0.0016897123,-0.0038800063,-0.0041383756,0.00046651627,1.2957106e-05,0.0,-0.21280803,-0.49748644,-0.38385415,-0.023644714,2.6410239,nan,0.10179045,0.016157584,0.011180706,0.04340337,0.029087504,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146663462,146662766,0,nan,nan,-0.9673183,-1.801781,-0.1500558,-0.96699864,-1.8024907,-0.19592823,0.0016603518,0.0006017392,-0.0063933823,-0.0066472096,0.00046651627,1.2957106e-05,0.0,0.022359047,-0.1062307,0.15086427,-0.02374771,2.6410239,nan,0.10234926,0.016011298,0.0110857785,0.04311655,0.028905096,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
146759143,146758414,0,nan,nan,-0.96765536,-1.8018273,-0.15071806,-0.96699864,-1.8024907,-0.19592823,-0.0018742675,0.00086805393,-0.007817628,-0.0080525605,0.00046651627,1.2957106e-05,0.0,0.0873215,-0.108333945,-0.16075124,-0.024026064,2.6410239,nan,0.103011526,0.015908184,0.011017459,0.042955693,0.028809842,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
