timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
328845625,328845202,0.99925977,0.020059107,0.03282016,0.0005503097,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
328850981,328850534,0.99925995,0.020065408,0.032814696,0.0005602667,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
328893483,328893058,0.99926007,0.020078102,0.03279964,0.00054976897,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
328946603,328946186,0.99926054,0.020061728,0.032797605,0.0005812847,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
328994461,328994041,0.9992604,0.020071093,0.032793265,0.0006112313,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329047627,329047180,0.9992594,0.020094452,0.03280936,0.00061260746,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329095470,329095012,0.9992605,0.020083707,0.032783035,0.00061983184,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329143233,329142809,0.99926037,0.020079574,0.032788586,0.00061561266,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329196330,329195909,0.9992615,0.020040795,0.03277956,0.00061587756,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329244138,329243709,0.9992631,0.020040203,0.032732047,0.0006151429,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329297320,329296850,0.9992632,0.02005804,0.03271646,0.0006017479,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329345127,329344645,0.9992643,0.02005298,0.032688674,0.00058147387,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329398292,329397810,0.9992637,0.020079931,0.032690257,0.0005130583,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329446017,329445595,0.9992645,0.020055415,0.032685958,0.0001806428,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329493827,329493409,0.99926245,0.02007917,0.032724734,0.00069408613,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329547007,329546580,0.99926287,0.020067375,0.032722488,0.00056880875,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329594808,329594389,0.999262,0.020113278,0.032725606,0.00023043071,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329642653,329642196,0.9992622,0.0201433,0.032695614,0.0005350899,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329695834,329695377,0.9992634,0.020125993,0.032669436,0.00059143675,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329749002,329748516,0.9992649,0.020049978,0.032675367,0.000242077,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329796665,329796262,0.9992627,0.020047562,0.032743,0.0004247485,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329844575,329844154,0.99926174,0.020087127,0.032744013,0.0006150435,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329897636,329897226,0.9992618,0.020069133,0.032758314,0.00030961065,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329945472,329945045,0.999263,0.020070598,0.0327201,0.00035579436,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
329993348,329992938,0.99926394,0.020089723,0.0326749,0.0005937889,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330046478,330046042,0.99926555,0.020057825,0.03264992,0.00041777204,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330094255,330093812,0.99926895,0.02005519,0.032547716,0.00032267062,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330147368,330146961,0.9992731,0.019987732,0.032457974,0.0004611196,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330195167,330194760,0.99927574,0.019928247,0.032413125,0.00049686,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330248369,330247938,0.99927723,0.019898543,0.03238831,0.00048821542,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330296178,330295734,0.9992777,0.01985004,0.0324039,0.0004676896,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330343955,330343542,0.99927795,0.019870644,0.032381024,0.0004327324,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330397114,330396705,0.99927723,0.019855682,0.03241285,0.00041917944,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330444921,330444512,0.99928033,0.019800017,0.032350454,0.00047375512,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330492744,330492309,0.9992837,0.01973419,0.032287877,0.00049897237,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330545904,330545493,0.9992814,0.019724121,0.032363195,0.00054110127,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330599076,330598621,0.99928445,0.019651014,0.032313928,0.00050605746,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330646840,330646429,0.9992828,0.019655967,0.032363337,0.0005448962,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330694677,330694268,0.9992851,0.019600336,0.03232543,0.0005387009,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330747815,330747401,0.9992868,0.019557036,0.032302197,0.000463732,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330795581,330795146,0.9992908,0.019461326,0.032229546,0.0006053043,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330843509,330843037,0.9992915,0.01938748,0.032254856,0.00064516603,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330896636,330896172,0.9992919,0.019418128,0.032224685,0.00053837727,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330944354,330943922,0.99929345,0.01928055,0.032255176,0.0007488234,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
330997478,330997072,0.9992953,0.01917756,0.032258045,0.0007918738,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331045318,331044909,0.99929476,0.019198671,0.032268755,0.00054855115,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331098413,331098014,0.99930114,0.01894771,0.032221444,0.00046635402,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331146312,331145907,0.99930143,0.018787721,0.03230412,0.0004199592,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331194150,331193704,0.9992972,0.018764034,0.032450978,0.0003657302,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331241910,331241500,0.9993006,0.018536448,0.032471474,0.00064530724,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331295038,331294594,0.9992985,0.018397938,0.032611597,0.00074572524,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331348150,331347743,0.99930006,0.018027812,0.032771263,0.00068698364,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331395972,331395540,0.9993009,0.017751904,0.03289807,0.0005152704,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331443820,331443375,0.99929774,0.017505772,0.033123873,0.00056150183,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331497000,331496503,0.99928683,0.017260117,0.033569634,0.0010768807,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331544792,331544343,0.9992786,0.016671287,0.034112044,0.00092465244,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331592575,331592141,0.9992568,0.015987145,0.03506854,0.00072692335,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331645673,331645268,0.99924374,0.0150638195,0.0358385,0.00087134936,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331693599,331693161,0.9992119,0.014189762,0.037055835,0.0011083223,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331746628,331746218,0.99913853,0.013131848,0.039342526,0.0014410056,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331799825,331799395,0.9990457,0.010827202,0.04228611,0.0015194011,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331847596,331847194,0.99893403,0.007824284,0.04545225,0.00191535,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331895454,331895041,0.99880624,0.003404134,0.048576735,0.0038523974,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331943274,331942860,0.9986819,-0.003253339,0.050626654,0.007798819,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
331996414,331996007,0.9984667,-0.011525257,0.05223635,0.014242769,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332044210,332043754,0.9980891,-0.018332822,0.054800265,0.021889605,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332097383,332096908,0.9975785,-0.02724458,0.055947877,0.031061994,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332145115,332144708,0.99734443,-0.030893365,0.054094184,0.037730195,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332198310,332197908,0.99775267,-0.024219528,0.04637375,0.041863475,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332246133,332245706,0.9984189,-0.014017497,0.033012852,0.04328348,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332293957,332293520,0.99891925,-0.0016583952,0.018043997,0.042803146,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332347087,332346676,0.99905705,0.012102549,0.004210816,0.04148409,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332394931,332394475,0.9990239,0.018006086,-0.004376637,0.04009861,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332442650,332442245,0.99909693,0.018133247,-0.009579133,0.037213013,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332495779,332495376,0.9991233,0.022423502,-0.013754068,0.032569975,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332548937,332548524,0.99909425,0.027380971,-0.018236026,0.026989993,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332596758,332596323,0.9991068,0.028770262,-0.021994844,0.021776712,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332644590,332644145,0.9990611,0.031643283,-0.024193726,0.01703957,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332697716,332697273,0.99909645,0.03277119,-0.024210019,0.012090813,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332745515,332745106,0.99917454,0.031886373,-0.02377471,0.00827116,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332793321,332792910,0.99914736,0.0341449,-0.022787096,0.0044186544,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332846448,332846042,0.9990764,0.037482347,-0.020965353,0.0013483239,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332894326,332893923,0.9991526,0.036199994,-0.019584924,-0.00040664832,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332947466,332947039,0.9992247,0.03452779,-0.018795624,-0.0021618323,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
332995254,332994813,0.9992433,0.033336632,-0.019660816,-0.0038770358,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333048361,333047941,0.99926347,0.031276066,-0.021495596,-0.0056974,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333096170,333095761,0.9992695,0.02955697,-0.02313478,-0.00718812,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333144015,333143576,0.99927735,0.029256715,-0.022772796,-0.008384162,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333197136,333196731,0.99938655,0.027378414,-0.01996549,-0.008856686,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333244987,333244532,0.99953526,0.024037417,-0.016416082,-0.009064964,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333292787,333292376,0.9996059,0.022586808,-0.013548863,-0.009707848,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333345887,333345479,0.99965656,0.021342097,-0.011515833,-0.009929289,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333399013,333398605,0.9996936,0.018871645,-0.012716436,-0.009745087,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333446924,333446509,0.9996944,0.017556692,-0.0145065375,-0.0096099535,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333494717,333494306,0.9997224,0.01666954,-0.013936994,-0.009111493,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333547783,333547376,0.9997833,0.015437131,-0.011057342,-0.00853704,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333595714,333595276,0.9998007,0.016045105,-0.008241224,-0.008561606,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333643472,333643065,0.99979603,0.016858177,-0.0069934926,-0.008647745,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333696574,333696144,0.99979717,0.016233671,-0.008011998,-0.008825969,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333744477,333744037,0.99977297,0.016757222,-0.009510033,-0.009101391,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333797581,333797174,0.9997494,0.018428098,-0.008784753,-0.009188081,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333845370,333844922,0.99976724,0.018747265,-0.005918566,-0.008891858,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333898492,333898050,0.99981225,0.017232884,-0.002597563,-0.008470029,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333946314,333945908,0.9998313,0.016481888,-0.0005795499,-0.008089981,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
333994122,333993716,0.99981886,0.017382495,0.00022349822,-0.0077569606,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334041969,334041557,0.99980927,0.01811498,-0.0005090365,-0.007284973,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334095060,334094654,0.9998165,0.017759817,-0.0014353086,-0.0070389365,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334148215,334147808,0.9998062,0.018387819,-0.0011307097,-0.0069360877,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334196001,334195581,0.9997683,0.020293402,-0.00051458407,-0.0071595255,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334249195,334248746,0.99974144,0.021518469,-0.0010904507,-0.0072631864,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334297062,334296623,0.99975336,0.020720221,-0.0030060573,-0.0074182795,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334344863,334344419,0.99975,0.020460341,-0.004734058,-0.007678663,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334392677,334392230,0.9997202,0.021807693,-0.0044881767,-0.00798578,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334445826,334445391,0.9997033,0.02294597,-0.0019207229,-0.007955152,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334493612,334493188,0.9997391,0.021599637,0.00019788837,-0.007432598,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334546703,334546282,0.99978644,0.019458218,0.0010606034,-0.0068807,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334599841,334599431,0.9998012,0.018904231,0.0007230166,-0.006291782,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334647632,334647227,0.9998005,0.01911741,0.0005813075,-0.0057651224,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334695452,334695045,0.99980736,0.01893354,0.0010697856,-0.005060471,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334743335,334742909,0.99983656,0.017426712,0.0021668207,-0.0042870915,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334796501,334796047,0.99986047,0.015963469,0.0033347998,-0.0036083073,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334844270,334843855,0.9998406,0.01713206,0.003733601,-0.003351565,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334897392,334896982,0.9998065,0.019200223,0.002777799,-0.0032462743,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334945234,334944810,0.99978936,0.020285444,0.00056988356,-0.0030962038,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
334998377,334997937,0.9998113,0.019131081,-0.0018169384,-0.0028627613,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335046224,335045757,0.99983925,0.01751513,-0.0024758019,-0.0029446858,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335093988,335093563,0.99985427,0.016691027,-0.0016451412,-0.0031881414,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335147116,335146705,0.99984866,0.017011648,0.0003435873,-0.003627407,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335194922,335194479,0.99981695,0.018526139,0.0023282745,-0.0041803624,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335242778,335242370,0.99977565,0.020288201,0.003940237,-0.00464657,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335295836,335295416,0.9997318,0.02215646,0.0043664067,-0.00515008,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335347681,335343295,0.99972326,0.02268822,0.0031505781,-0.0053750635,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335396846,335396423,0.9997388,0.022137677,0.00056276174,-0.0056592366,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335444640,335444229,0.99976546,0.020764485,-0.0019850058,-0.0058300323,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335497800,335497394,0.9998029,0.018401248,-0.004243143,-0.0061310027,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335545591,335545191,0.99984175,0.015794678,-0.005160718,-0.0063597937,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335593445,335593010,0.9998739,0.013744851,-0.0044418573,-0.006601253,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335646571,335646140,0.99988735,0.01306314,-0.002006141,-0.007112318,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335694361,335693949,0.9998675,0.014316009,0.0012271906,-0.0076531395,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335747498,335747066,0.99981374,0.016721778,0.004952214,-0.008272402,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335795371,335794926,0.9997487,0.019214014,0.0076277326,-0.008670823,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335848417,335848011,0.99970055,0.021083336,0.008586029,-0.008984304,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335896257,335895832,0.9997228,0.020721808,0.006913668,-0.008784267,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335944086,335943632,0.99976987,0.019340124,0.0040272237,-0.008373109,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
335997263,335996809,0.99982023,0.017189723,0.0016093408,-0.007851521,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336045044,336044634,0.9998522,0.015448471,0.0012940149,-0.007449718,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336092891,336092478,0.9998761,0.013902815,0.0021613988,-0.0070703896,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336146013,336145601,0.9998981,0.012274857,0.0031932914,-0.0065676747,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336199119,336198707,0.99991256,0.011372255,0.0027013689,-0.006185522,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336246946,336246508,0.9999187,0.011217569,0.00047755032,-0.0060399678,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336294754,336294344,0.9999143,0.011531634,-0.002338212,-0.0057388367,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336347894,336347482,0.99989706,0.0128059825,-0.0034289807,-0.005496906,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336395709,336395303,0.9998773,0.014669684,-0.0018158079,-0.0051968847,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336443546,336443140,0.9998445,0.016992927,0.0010306115,-0.004604849,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336496710,336496273,0.9998139,0.018596368,0.0033478537,-0.0038920583,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336548459,336544078,0.99979603,0.019565625,0.0037288188,-0.0033629404,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336597579,336597144,0.99977475,0.02082661,0.0027581884,-0.0030168295,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336645453,336645046,0.9997535,0.02191239,0.0020345463,-0.0029557855,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336698551,336698142,0.9997292,0.02293853,0.0024380982,-0.0030705244,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
336746366,336745958,0.99970484,0.02379748,0.003809598,-0.003076683,-0.26014724,5.0558406e-09,1.0158158e-09,-0.965569,3
