timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
141300631,141300354,0.9992487,0.00094705104,0.031187765,0.022991303,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141305763,141305296,0.99924904,0.0009227285,0.03117407,0.022995412,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141354980,141354715,0.9992501,0.0009310885,0.031146351,0.022987157,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141404411,141404135,0.9992536,0.00096987525,0.031067496,0.02294182,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141453814,141453555,0.99925053,0.0009814182,0.03106856,0.023070524,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141503253,141502974,0.99925464,0.0010236597,0.031029996,0.022943398,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141557603,141557336,0.9992515,0.0010118358,0.031098038,0.022989428,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141602079,141601813,0.9992561,0.0010087747,0.030969234,0.022960633,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141651507,141651234,0.9992556,0.00090410403,0.03100126,0.02294593,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141705868,141705595,0.99924743,0.0007895663,0.031118853,0.023144592,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141755285,141755014,0.9992585,0.0007862584,0.030940583,0.02290244,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141804701,141804434,0.99926144,0.00084028277,0.030948259,0.022762235,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141854182,141853853,0.9992563,0.0008848105,0.030997397,0.022917835,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141903549,141903273,0.9992526,0.0009601284,0.031089613,0.022951134,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
141952964,141952693,0.9992499,0.0009537604,0.031070331,0.023098828,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
142002380,142002112,0.9992502,0.00068128604,0.031081278,0.02308024,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
142056765,142056474,0.9992496,0.000746915,0.031340472,0.022747992,-0.20689183,2.7611524e-09,1.8244255e-09,-0.9783639,3
