timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
143117967,143117668,0.99956024,0.017834364,0.020582354,-0.01173837,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143122974,143122610,0.99956024,0.017835423,0.020580964,-0.011738499,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143167379,143167090,0.99956024,0.017836107,0.02058229,-0.011737284,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143216796,143216513,0.9995602,0.017836666,0.020582763,-0.011736658,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143271186,143270877,0.99956036,0.01783481,0.020574557,-0.011737985,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143320659,143320300,0.9995603,0.017835822,0.02057491,-0.011737123,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143370034,143369722,0.99956053,0.017835602,0.020568492,-0.011733904,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143419433,143419144,0.99956036,0.017837374,0.020573938,-0.01173091,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143468852,143468567,0.9995603,0.017839996,0.020577962,-0.011726122,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143518305,143517989,0.9995588,0.01785531,0.02057442,-0.011840315,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143567718,143567412,0.9995624,0.017886577,0.020572057,-0.011485385,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143622060,143621776,0.99955875,0.017860588,0.02056692,-0.011851283,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143671506,143671199,0.9995585,0.017853057,0.020568902,-0.011870906,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143715995,143715679,0.99956167,0.017866008,0.020578597,-0.011566637,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143765402,143765101,0.9995599,0.017850544,0.020588966,-0.011725977,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143819747,143819466,0.9995592,0.017839348,0.020567073,-0.011840661,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143869173,143868888,0.9995614,0.017849429,0.02058463,-0.011611527,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143918637,143918310,0.99956036,0.01784546,0.02056411,-0.011742741,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
143968093,143967735,0.99955845,0.017854216,0.02058121,-0.011855716,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144017424,144017155,0.99956095,0.017867591,0.020564297,-0.011653318,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144066848,144066578,0.9995608,0.017869545,0.020545589,-0.011702382,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144116266,144116000,0.9995602,0.017859366,0.020497996,-0.011849552,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144170646,144170365,0.99956304,0.017835254,0.020469487,-0.011692871,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144220079,144219787,0.9995641,0.017805878,0.020429675,-0.011719937,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144269500,144269209,0.99956465,0.01776571,0.02043459,-0.011718898,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144318905,144318632,0.9995649,0.017773012,0.02042205,-0.011710134,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144368343,144368054,0.9995651,0.017769111,0.020395964,-0.011746218,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144417747,144417477,0.9995655,0.017747445,0.020397356,-0.0117374025,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144467187,144466899,0.9995665,0.017729009,0.020384239,-0.011704537,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144521534,144521264,0.99956673,0.017737826,0.02036138,-0.011707296,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144571008,144570686,0.9995663,0.017754627,0.02038668,-0.011676896,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144615436,144615166,0.99956584,0.017749263,0.020417318,-0.011677835,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144669803,144669531,0.9995689,0.017705224,0.020298535,-0.01168639,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144719228,144718953,0.9995693,0.017695988,0.020323213,-0.011622111,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144768673,144768376,0.99957097,0.017639637,0.020316416,-0.0115776835,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144818085,144817798,0.9995707,0.017604174,0.020362986,-0.011570552,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144867493,144867220,0.9995728,0.01760356,0.020294532,-0.01151409,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
144916930,144916643,0.99957234,0.017580582,0.020349935,-0.011483811,-0.23630743,-2.2352475e-09,3.8008783e-09,-0.9716784,3
