timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
443865112,443864970,1.281095e-12,0.055191103,0.06497116,0.009780064,nan,nan,nan,nan,0
443868814,443868676,2.9164214e-12,0.055267747,0.065184765,0.0099170245,nan,nan,nan,nan,0
443967660,443967513,1.3290412e-11,0.054576498,0.0641897,0.009613205,nan,nan,nan,nan,0
444065258,444065115,2.2942247e-12,0.054894343,0.064807236,0.009912901,nan,nan,nan,nan,0
444166562,444166423,1.2430601e-10,0.0652335,0.06678074,0.0015472452,nan,nan,nan,nan,0
444267872,444267731,0.0024009247,0.053120855,0.067573175,0.007249559,nan,nan,nan,nan,0
444365469,444365333,0.0025528402,0.05390978,0.07047733,0.008909046,nan,nan,nan,nan,0
444468016,444467876,1.4910483e-11,0.056761388,0.06241304,0.005651653,nan,nan,nan,nan,0
444565621,444565478,1.0633942e-12,0.052857507,0.063788995,0.010931488,nan,nan,nan,nan,0
444666923,444666786,7.623548e-13,0.056212008,0.06830864,0.012096645,nan,nan,nan,nan,0
444764527,444764388,5.2420403e-12,0.05408874,0.064031266,0.009942526,nan,nan,nan,nan,0
444867071,444866931,7.4487346e-13,0.054221194,0.06366286,0.009441668,nan,nan,nan,nan,0
444968376,444968239,1.1720849e-05,0.054638013,0.06309265,0.0084194755,nan,nan,nan,nan,0
445065977,445065842,0.0076957084,0.06257736,0.0737131,0.019752556,nan,nan,nan,nan,0
445167282,445167149,0.02583426,0.08159416,0.09093922,0.035189096,nan,nan,nan,nan,0
445266122,445265986,0.045051314,0.10324231,0.109492935,0.05090734,nan,nan,nan,nan,0
445367433,445367294,0.070327714,0.11834565,0.12775618,0.080579445,nan,nan,nan,nan,0
445465052,445464896,0.08842246,0.13783023,0.1552711,0.10160969,nan,nan,nan,nan,0
445566337,445566204,0.110654734,0.16877346,0.17322464,0.11994922,nan,nan,nan,nan,0
445667649,445667512,0.13220465,0.18792574,0.20455723,0.1468727,nan,nan,nan,nan,0
445766491,445766349,0.15827048,0.21976744,0.22641642,0.16712804,nan,nan,nan,nan,0
445867791,445867657,0.18568078,0.24239008,0.25166914,0.20074911,nan,nan,nan,nan,0
445965394,445965259,0.20986012,0.27874354,0.2887399,0.21511541,nan,nan,nan,nan,0
446066703,446066567,0.23882537,0.30948448,0.31663874,0.24390814,nan,nan,nan,nan,0
446165538,446165404,0.26391488,0.33568826,0.3500102,0.2815985,nan,nan,nan,nan,0
446266850,446266712,0.30167517,0.37809083,0.38844734,0.30502266,nan,nan,nan,nan,0
446368154,446368020,0.32651865,0.4136054,0.42507076,0.33896238,nan,nan,nan,nan,0
446465755,446465622,0.3582677,0.45825526,0.4665194,0.35764536,nan,nan,nan,nan,0
446567067,446566930,0.40134537,0.49504226,0.48591173,0.4002759,nan,nan,nan,nan,0
446665906,446665767,0.43102577,0.55267024,0.52905804,0.41178352,nan,nan,nan,nan,0
446767209,446767075,0.4299799,0.57864815,0.59810394,0.46759388,nan,nan,nan,nan,0
446864818,446864677,0.4154278,0.6029108,0.69132173,0.4987233,nan,nan,nan,nan,0
446966123,446965985,0.48240498,0.7728465,0.6779201,0.37281895,nan,nan,nan,nan,0
447068665,447068528,0.44970664,0.7895539,0.71581,0.37614927,nan,nan,nan,nan,0
447166263,447166130,0.47402874,0.73634964,0.80953807,0.34467217,nan,nan,nan,nan,0
447267574,447267438,0.5233949,0.7263544,0.8808707,0.2298642,nan,nan,nan,nan,0
447365174,447365040,0.6696585,0.66265446,0.88973105,0.14973986,nan,nan,nan,nan,0
447467721,447467584,0.65538555,0.82282054,0.8566744,3.3200287e-09,nan,nan,nan,nan,0
447565336,447565185,0.733666,0.26877,1.0,0.0,nan,nan,nan,nan,0
447666628,447666493,0.7740116,0.50608605,1.0,0.0,nan,nan,nan,nan,0
447767942,447767801,0.7804994,0.5865555,0.9922781,0.14410393,nan,nan,nan,nan,0
447865539,447865403,0.67648935,0.5633805,0.9345132,0.34737217,nan,nan,nan,nan,0
447968085,447967946,0.68757844,0.6902268,0.7818327,0.40645337,nan,nan,nan,nan,0
448065683,448065548,0.5939943,0.7642831,0.735174,0.46240458,nan,nan,nan,nan,0
448166999,448166856,0.4906999,0.8063348,0.7447165,0.56905764,nan,nan,nan,nan,0
448264590,448264458,0.44895878,0.8061188,0.7056972,0.62085605,nan,nan,nan,nan,0
448367138,448367001,0.47877103,0.8510165,0.68406075,0.5964081,nan,nan,nan,nan,0
