timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
414734788,414734513,1.6786468e-12,0.044568002,0.05526433,0.010696331,nan,nan,nan,nan,0
414737449,414737178,2.1424505e-11,0.04604656,0.05585775,0.009811194,nan,nan,nan,nan,0
414835787,414835496,2.1151877e-10,0.04066512,0.05018562,0.0095205,nan,nan,nan,nan,0
414936757,414936489,0.0076693892,0.03500727,0.073879965,0.015864536,nan,nan,nan,nan,0
415035046,415034758,0.0016130868,0.044705365,0.060356524,0.010811896,nan,nan,nan,nan,0
415136007,415135735,2.7800127e-11,0.044042196,0.046639986,0.002597793,nan,nan,nan,nan,0
415238333,415238061,2.5049445e-11,0.04056799,0.04489521,0.00432722,nan,nan,nan,nan,0
415335356,415335060,4.8024744e-12,0.044004433,0.057162713,0.01315828,nan,nan,nan,nan,0
415437612,415437339,4.7128282e-12,0.04254314,0.05681811,0.014274971,nan,nan,nan,nan,0
415535911,415535626,1.3625719e-11,0.043487202,0.053694133,0.010206932,nan,nan,nan,nan,0
415636852,415636582,0.0010382104,0.045326404,0.050981615,0.011031922,nan,nan,nan,nan,0
415735189,415734922,0.018208673,0.05790062,0.06844473,0.027611263,nan,nan,nan,nan,0
415836190,415835923,0.035559464,0.07944895,0.084805414,0.046922162,nan,nan,nan,nan,0
415934427,415934161,0.053636055,0.10060233,0.10697403,0.058686648,nan,nan,nan,nan,0
416035448,416035182,0.07780885,0.11564466,0.12762584,0.085312456,nan,nan,nan,nan,0
416137754,416137485,0.10105942,0.14005125,0.14434026,0.10534761,nan,nan,nan,nan,0
416234656,416234389,0.118151516,0.16055524,0.17173651,0.12686609,nan,nan,nan,nan,0
416336975,416336708,0.14583848,0.18478581,0.19211066,0.16110869,nan,nan,nan,nan,0
416435298,416435025,0.17618664,0.21325429,0.2181892,0.17243744,nan,nan,nan,nan,0
416536292,416536023,0.2016959,0.24417849,0.25055444,0.20013069,nan,nan,nan,nan,0
416634579,416634312,0.22253989,0.2707205,0.28305343,0.22908854,nan,nan,nan,nan,0
416735516,416735248,0.25421944,0.29113942,0.30673826,0.27120516,nan,nan,nan,nan,0
416837837,416837565,0.2712925,0.33548173,0.35110185,0.29490417,nan,nan,nan,nan,0
416934820,416934553,0.31602395,0.36312917,0.38085407,0.32360655,nan,nan,nan,nan,0
417037135,417036870,0.35102713,0.40302113,0.41660345,0.35093713,nan,nan,nan,nan,0
417134115,417133847,0.3695833,0.43372685,0.44801313,0.4008289,nan,nan,nan,nan,0
417236424,417236155,0.40953413,0.45190328,0.5060931,0.44766963,nan,nan,nan,nan,0
417334670,417334406,0.4211805,0.47425383,0.55575407,0.49421304,nan,nan,nan,nan,0
417435695,417435428,0.45614135,0.5429907,0.59298116,0.5060558,nan,nan,nan,nan,0
417538001,417537730,0.5192979,0.6375591,0.61576146,0.45050302,nan,nan,nan,nan,0
417634973,417634702,0.49471104,0.66324335,0.6229768,0.51943123,nan,nan,nan,nan,0
