timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
716000,716000,0,nan,nan,0.00012257972,-0.00014344086,-0.0022603082,7.1010354e-06,-6.389038e-06,0.0,0.002808499,-0.0039153504,-0.033545043,2.4237218,0.0017752588,-0.0015972594,-0.07726617,0.03383134,-0.044648867,-0.17028487,0.00037868242,0.0,nan,0.1098146,14.1506605,10.002412,7.07131,3.1622956,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
724000,724000,0,nan,nan,-2.3973524e-05,-6.09616e-05,0.005562218,7.1010354e-06,-6.389038e-06,0.0,0.0006108682,-0.0029251787,0.14019051,2.3390424,0.0017752588,-0.0015972594,-0.07726617,0.04928202,-0.07150003,-0.14878808,1.634753,0.0,nan,0.10318179,14.153247,10.003143,7.0714116,3.1622982,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
732000,732000,0,nan,nan,-1.763989e-05,-8.20628e-05,0.006721166,7.1010354e-06,-6.389038e-06,0.0,0.0010519472,-0.0023831641,0.13920276,2.2581718,0.0017752588,-0.0015972594,-0.07726617,0.046177007,0.0609949,-0.12890528,1.6347471,0.0,nan,0.103203714,14.156171,10.003971,7.071497,3.1623008,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
740000,740000,0,nan,nan,-8.851396e-06,-9.8357e-05,0.007909888,7.1010354e-06,-6.389038e-06,0.0,0.0013426654,-0.0017545151,0.13827704,2.180805,0.0017752588,-0.0015972594,-0.07726617,0.03805746,0.07524072,-0.12631713,1.634745,0.0,nan,0.10318639,14.159429,10.004892,7.0716004,3.1623032,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
748000,748000,0,nan,nan,2.6404357e-06,-0.00010898702,0.009145404,7.1010354e-06,-6.389038e-06,0.0,0.0018711317,-0.0011663992,0.13713594,2.1058364,0.0017752588,-0.0015972594,-0.07726617,0.06368689,0.06516504,-0.15951227,1.6347476,0.0,nan,0.10311343,14.163017,10.005909,7.071722,3.1623058,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
756000,756000,0,nan,nan,1.8135564e-05,-0.000113741764,0.010422652,7.1010354e-06,-6.389038e-06,0.0,0.0025270279,-0.00054226525,0.13589905,2.033213,0.0017752588,-0.0015972594,-0.07726617,0.08920077,0.063895784,-0.16011669,1.6347666,0.0,nan,0.10299012,14.166937,10.007018,7.0718617,3.1623082,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
764000,764000,0,nan,nan,3.8778133e-05,-0.00011233707,0.01173826,7.1010354e-06,-6.389038e-06,0.0,0.0031688358,9.469356e-05,0.13483112,1.963054,0.0017752588,-0.0015972594,-0.07726617,0.06489366,0.060988747,-0.1380695,1.6347796,0.0,nan,0.102818824,14.171185,10.008221,7.0720196,3.1623106,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
772000,772000,0,nan,nan,6.327032e-05,-0.000104935985,0.013089436,7.1010354e-06,-6.389038e-06,0.0,0.003647065,0.00069570495,0.1337739,1.8950781,0.0017752588,-0.0015972594,-0.07726617,0.058528543,0.065650135,-0.13810022,1.6347976,0.0,nan,0.10260231,14.175757,10.009516,7.072196,3.162313,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
780000,780000,0,nan,nan,9.133046e-05,-9.0645124e-05,0.014471992,7.1010354e-06,-6.389038e-06,0.0,0.0041612,0.0014195931,0.1324543,1.8289063,0.0017752588,-0.0015972594,-0.07726617,0.06459069,0.062706076,-0.1775734,1.6348011,0.0,nan,0.10234499,14.180655,10.010903,7.0723906,3.1623156,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
788000,788000,0,nan,nan,0.00012360788,-6.998896e-05,0.015882306,7.1010354e-06,-6.389038e-06,0.0,0.004776297,0.0019501003,0.131291,1.7648647,0.0017752588,-0.0015972594,-0.07726617,0.07457305,0.046312034,-0.1526512,1.634791,0.0,nan,0.10205088,14.185874,10.0123825,7.0726037,3.162318,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
796000,796000,0,nan,nan,0.00015988809,-4.2196272e-05,0.017318156,7.1010354e-06,-6.389038e-06,0.0,0.005110916,0.0027845781,0.13016494,1.7027527,0.0017752588,-0.0015972594,-0.07726617,0.020161197,0.08226142,-0.13023521,1.6347791,0.0,nan,0.101721644,14.191413,10.013951,7.072836,3.1623204,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
804000,804000,0,nan,nan,0.00019941022,-6.5692493e-06,0.018769609,7.1010354e-06,-6.389038e-06,0.0,0.0055331076,0.003713965,0.12915096,1.6426111,0.0017752588,-0.0015972594,-0.07726617,0.058143992,0.09356441,-0.13972539,1.6347784,0.0,nan,0.1013667,14.19727,10.015612,7.073086,3.1623228,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
812000,812000,0,nan,nan,0.00024322224,3.818824e-05,0.020198517,7.1010354e-06,-6.389038e-06,0.0,0.0059481584,0.0046598255,0.12793061,1.5840155,0.0017752588,-0.0015972594,-0.07726617,0.037938964,0.095348045,-0.15097483,1.6347805,0.0,nan,0.10102508,14.203444,10.017362,7.0733547,3.1623251,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
820000,820000,0,nan,nan,0.00029086397,9.197704e-05,0.021604806,7.1010354e-06,-6.389038e-06,0.0,0.006384405,0.005526914,0.12672229,1.527124,0.0017752588,-0.0015972594,-0.07726617,0.05249625,0.07270765,-0.15127471,1.6347905,0.0,nan,0.10069771,14.20993,10.0192,7.0736413,3.1623275,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
828000,828000,0,nan,nan,0.00034366362,0.00015356696,0.022989491,7.1010354e-06,-6.389038e-06,0.0,0.0071054045,0.0063113016,0.12565725,1.4720126,0.0017752588,-0.0015972594,-0.07726617,0.09179627,0.08251601,-0.13322009,1.634785,0.0,nan,0.100383155,14.21673,10.021129,7.073948,3.16233,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
836000,836000,0,nan,nan,0.00040270234,0.00022358667,0.024353286,7.1010354e-06,-6.389038e-06,0.0,0.007756001,0.007258708,0.12452285,1.4184167,0.0017752588,-0.0015972594,-0.07726617,0.071560584,0.09980704,-0.14281271,1.634782,0.0,nan,0.100079484,14.22384,10.023146,7.0742736,3.1623323,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
844000,844000,0,nan,nan,0.00046701453,0.0003030928,0.025696374,7.1010354e-06,-6.389038e-06,0.0,0.008287161,0.008290578,0.123425804,1.3663945,0.0017752588,-0.0015972594,-0.07726617,0.055726018,0.0989301,-0.13486016,1.6347885,0.0,nan,0.1,14.231257,10.02525,7.0746174,3.162335,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
852000,852000,0,nan,nan,0.000536802,0.000390854,0.027019482,7.1010354e-06,-6.389038e-06,0.0,0.009043987,0.008978895,0.1223431,1.3158772,0.0017752588,-0.0015972594,-0.07726617,0.095988706,0.052734785,-0.13999547,1.6347908,0.0,nan,0.1,14.238981,10.027443,7.0749803,3.1623373,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
860000,860000,0,nan,nan,0.00061269215,0.0004843068,0.028322104,7.1010354e-06,-6.389038e-06,0.0,0.009609311,0.009499116,0.12107283,1.2666191,0.0017752588,-0.0015972594,-0.07726617,0.052163854,0.05570093,-0.16139819,1.6347826,0.0,nan,0.1,14.247009,10.029722,7.075364,3.1623397,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
868000,868000,0,nan,nan,0.0006872715,0.0005619301,0.029148288,7.1010354e-06,-6.389038e-06,0.0,0.0100586675,0.010454858,0.11981976,1.2183285,0.0017752588,-0.0015972594,-0.07726617,0.056190353,0.10160906,-0.14916806,1.6348052,0.0,nan,0.1,0.7062323,7.082385,7.01974,3.1572726,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
876000,876000,0,nan,nan,0.00076579535,0.0006485794,0.029967938,7.1010354e-06,-6.389038e-06,0.0,0.0103897145,0.011290263,0.11870387,1.1715568,0.0017752588,-0.0015972594,-0.07726617,0.027361993,0.07937292,-0.14337245,1.6348329,0.0,nan,0.1,0.709808,7.084148,7.020162,3.157275,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
884000,884000,0,nan,nan,0.00084787805,0.00074376963,0.030780675,7.1010354e-06,-6.389038e-06,0.0,0.01087278,0.012253137,0.117442235,1.1259825,0.0017752588,-0.0015972594,-0.07726617,0.06393229,0.11376674,-0.15820375,1.6348377,0.0,nan,0.1,0.7195853,7.0860353,7.020603,3.1572773,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
892000,892000,0,nan,nan,0.00093427725,0.00084821566,0.031585895,7.1010354e-06,-6.389038e-06,0.0,0.0112925535,0.013109547,0.11621412,1.0817474,0.0017752588,-0.0015972594,-0.07726617,0.04572517,0.07311381,-0.14550424,1.6348587,0.0,nan,0.1,0.7352891,7.0880456,7.0210648,3.1572797,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
900000,900000,0,nan,nan,0.0010253203,0.0009602089,0.03238415,7.1010354e-06,-6.389038e-06,0.0,0.011943225,0.013853518,0.11503637,1.0388324,0.0017752588,-0.0015972594,-0.07726617,0.08416344,0.07727298,-0.14920811,1.6348568,0.0,nan,0.1,0.7565239,7.090179,7.0215464,3.157282,inf,inf,inf,inf,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
