timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
215478358,215477929,0,nan,nan,-1.1076045,-0.9947919,-0.15279238,-1.3395748,-1.9164803,-1.3846031,-0.0017748247,8.210455e-05,7.212976e-06,-0.00034994082,-0.03423644,-0.005634685,0.022910224,0.00035415633,0.01782984,-0.0013910984,0.04601578,2.5438309,nan,0.1,0.016263733,0.011313121,0.042665113,0.029141176,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215488263,215487813,0,nan,nan,-1.1076031,-0.9947947,-0.15279597,-1.3395748,-1.9164803,-1.3846031,-0.0018346881,0.0001468184,-2.3898489e-05,-0.00038005368,-0.03423644,-0.005634685,0.022910224,-0.008919823,0.002355886,-0.0018923767,0.046015505,2.5438309,nan,0.1,0.016587973,0.01153218,0.043124434,0.0294376,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215577353,215576768,0,nan,nan,-1.1075693,-0.99480927,-0.15283771,-1.3395748,-1.9164803,-1.3846031,-0.0018579266,0.00031713932,-8.082597e-05,-0.0004274222,-0.03423644,-0.005634685,0.022910224,-0.009764774,-0.0029679427,0.008620251,0.046006024,2.5438309,nan,0.10001796,0.014566783,0.010168059,0.04010171,0.02747064,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215676223,215675607,0,nan,nan,-1.1075476,-0.994797,-0.1528631,-1.3395748,-1.9164803,-1.3846031,-0.0017871074,0.0005991299,6.260761e-05,-0.00026646076,-0.03423644,-0.005634685,0.022910224,-0.012716529,-0.0011746924,-0.005968185,0.046011657,2.5438309,nan,0.10002915,0.01493477,0.010423586,0.040323023,0.027614418,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215775032,215774448,0,nan,nan,-1.1075162,-0.9947565,-0.1528821,-1.3395748,-1.9164803,-1.3846031,-0.0018243036,0.00081273797,-8.683291e-05,-0.0003949016,-0.03423644,-0.005634685,0.022910224,-0.011398553,0.005104775,-0.0046759113,0.04602174,2.5438309,nan,0.100045495,0.013648088,0.009543344,0.03889579,0.026672726,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215873689,215873286,0,nan,nan,-1.1074846,-0.99469954,-0.15289296,-1.3395748,-1.9164803,-1.3846031,-0.0014728737,7.634479e-05,0.00013686216,-0.00014814275,-0.03423644,-0.005634685,0.022910224,0.08945778,-0.27006745,0.022013705,0.046242364,2.5438309,nan,0.10005879,0.014393607,0.010047431,0.040177662,0.027507463,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
215972719,215972126,0,nan,nan,-1.1074302,-0.99465644,-0.15290241,-1.3395748,-1.9164803,-1.3846031,-0.0008444276,0.0018190693,-0.00023107721,-0.000490629,-0.03423644,-0.005634685,0.022910224,0.108376116,-0.0084226,0.035748735,0.0464379,2.5438309,nan,0.100084625,0.012397303,0.008675083,0.0380212,0.0260908,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216071448,216070965,0,nan,nan,-1.1073521,-0.99464667,-0.15291801,-1.3395748,-1.9164803,-1.3846031,-0.0014376296,0.001221614,0.00017774077,-5.5353765e-05,-0.03423644,-0.005634685,0.022910224,0.052286368,0.057670005,0.08664621,0.046207733,2.5438309,nan,0.10009109,0.013485016,0.009411186,0.039824225,0.02727348,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216170267,216169804,0,nan,nan,-1.107282,-0.9946398,-0.15293786,-1.3395748,-1.9164803,-1.3846031,-0.0010672609,0.0002503695,-0.0007365854,-0.00095012557,-0.03423644,-0.005634685,0.022910224,-0.001582117,-0.03144916,0.020460874,0.046115138,2.5438309,nan,0.10009482,0.013418925,0.009357568,0.040195383,0.027515814,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216279048,216278528,0,nan,nan,-1.1071739,-0.9946187,-0.15297039,-1.3395748,-1.9164803,-1.3846031,-0.00034816205,0.00022894921,-0.0006748415,-0.0008670358,-0.03423644,-0.005634685,0.022910224,0.0055309283,-0.06589685,-0.0047213966,0.046090756,2.5438309,nan,0.10009844,0.0135240955,0.009428467,0.04013237,0.027483344,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216377965,216377367,0,nan,nan,-1.1070815,-0.99462354,-0.15300234,-1.3395748,-1.9164803,-1.3846031,-0.000744107,0.0010160182,-0.00036975704,-0.0005385887,-0.03423644,-0.005634685,0.022910224,0.0069479295,0.005373913,0.022753939,0.046065055,2.5438309,nan,0.10010653,0.012094994,0.008454698,0.037947595,0.026060367,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216476729,216476207,0,nan,nan,-1.1070232,-0.99462616,-0.1530324,-1.3395748,-1.9164803,-1.3846031,-0.0005260942,0.0007921081,-0.00034788178,-0.0004898116,-0.03423644,-0.005634685,0.022910224,-0.016618853,0.071118146,-0.033880726,0.046058785,2.5438309,nan,0.10012833,0.012110419,0.008463571,0.03804222,0.026124867,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
216575456,216575046,0,nan,nan,-1.106942,-0.9946338,-0.15306026,-1.3395748,-1.9164803,-1.3846031,-0.00020048185,0.00025504778,-0.0006429814,-0.00075358816,-0.03423644,-0.005634685,0.022910224,0.0036002612,-0.01940342,-0.0020024318,0.04604527,2.5438309,nan,0.100142755,0.013363148,0.009316678,0.03987149,0.027324978,inf,inf,inf,inf,1,1,1,1,3,2,2,1,4,1,0,0,1,0
