timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
196471234,196470662,0,nan,nan,-0.8098396,-1.010826,-0.15175547,-0.8106795,-1.0111421,0.5731132,0.0046613966,0.0026054531,-0.0027855714,-0.0005734805,-0.0012593421,0.0033069658,0.0,-0.0039757453,0.121729575,0.04411279,-0.07446372,2.5891416,nan,0.10071326,0.014136039,0.009779683,0.041777615,0.028124863,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196481780,196481243,0,nan,nan,-0.80982447,-1.0107925,-0.15174282,-0.8106795,-1.0111421,0.5731132,0.0045565483,0.0020946306,-0.0027715694,-0.00054832106,-0.0012593421,0.0033069658,0.0,-0.029596347,-0.12523773,-0.0017762395,-0.07436714,2.5891416,nan,0.1006848,0.014466494,0.009998319,0.042299308,0.028449208,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196577520,196576979,0,nan,nan,-0.8097086,-1.0108261,-0.15160632,-0.8106795,-1.0111421,0.5731132,0.0040208725,-0.0015218498,-0.0026069207,-0.00030654346,-0.0012593421,0.0033069658,0.0,-0.022097085,0.09216256,-0.008143571,-0.07456674,2.5891416,nan,0.10052387,0.015513237,0.010693898,0.043682016,0.029308958,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196673115,196672592,0,nan,nan,-0.80962026,-1.0107807,-0.15149485,-0.8106795,-1.0111421,0.5731132,0.004686389,-0.00030164883,-0.0022549296,8.1558e-05,-0.0012593421,0.0033069658,0.0,-0.014866433,-0.17627136,-0.0639413,-0.07430802,2.5891416,nan,0.10043781,0.016288385,0.0112162195,0.044393,0.02975289,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196779376,196778854,0,nan,nan,-0.8095035,-1.0108066,-0.15138814,-0.8106795,-1.0111421,0.5731132,0.0054997,0.00020749569,-0.0023867155,-1.6574668e-06,-0.0012593421,0.0033069658,0.0,-0.0075063827,-0.032453198,-0.0004164037,-0.074401416,2.5891416,nan,0.10043966,0.0153341545,0.010590703,0.042938516,0.028851366,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196875087,196874523,0,nan,nan,-0.8094662,-1.0108575,-0.15136623,-0.8106795,-1.0111421,0.5731132,0.0034271285,-0.00042163374,-0.0026781582,-0.00029639967,-0.0012593421,0.0033069658,0.0,0.021939464,0.019104827,0.038555082,-0.07440715,2.5891416,nan,0.10035805,0.016101163,0.011102036,0.04392701,0.029462304,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
196970662,196970140,0,nan,nan,-0.80961204,-1.0108382,-0.1513069,-0.8106795,-1.0111421,0.5731132,0.0034235553,-0.000103430306,-0.002995527,-0.00060006464,-0.0012593421,0.0033069658,0.0,0.010431386,-0.07886098,-0.008130476,-0.07433231,2.5891416,nan,0.100343086,0.014960435,0.010343913,0.042475685,0.0285585,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197076997,197076436,0,nan,nan,-0.80977345,-1.0108256,-0.15128535,-0.8106795,-1.0111421,0.5731132,0.0026565343,0.0012945436,-0.0029452539,-0.00055272493,-0.0012593421,0.0033069658,0.0,-0.03724003,0.05102808,-0.01701524,-0.07419762,2.5891416,nan,0.100298055,0.014554871,0.010065903,0.042244308,0.028408293,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197172731,197172135,0,nan,nan,-0.80993533,-1.0106995,-0.15121979,-0.8106795,-1.0111421,0.5731132,0.0024664663,0.0011402883,-0.001236897,0.0011450014,-0.0012593421,0.0033069658,0.0,-0.1599417,-0.14134015,0.16309202,-0.07428066,2.5891416,nan,0.10019972,0.014170086,0.009799799,0.042050008,0.028283626,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197268320,197267759,0,nan,nan,-0.81007946,-1.0104803,-0.15105319,-0.8106795,-1.0111421,0.5731132,0.0023115408,0.003388527,-0.0008697274,0.0014872572,-0.0012593421,0.0033069658,0.0,-0.032327194,0.20238881,-0.016693925,-0.074340545,2.5891416,nan,0.10008945,0.013984621,0.009667646,0.04203785,0.02827763,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197374593,197374055,0,nan,nan,-0.81022626,-1.0102137,-0.15079927,-0.8106795,-1.0111421,0.5731132,0.0022157005,0.004095986,-0.00048833166,0.0017999592,-0.0012593421,0.0033069658,0.0,-0.12101354,0.28100953,-0.25878963,-0.07432215,2.5891416,nan,0.1,0.01395254,0.009648731,0.041653868,0.028049992,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197470322,197469766,0,nan,nan,-0.81036735,-1.009945,-0.15054806,-0.8106795,-1.0111421,0.5731132,0.00079807267,0.0047736745,0.0018616652,0.004049463,-0.0012593421,0.0033069658,0.0,-0.3898298,0.15477595,0.13030659,-0.074346624,2.5891416,nan,0.1,0.013871635,0.009589498,0.041732326,0.028099677,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
197576578,197576033,0,nan,nan,-0.81048596,-1.0095952,-0.15029986,-0.8106795,-1.0111421,0.5731132,0.002645983,0.005247094,0.0028818029,0.0049024085,-0.0012593421,0.0033069658,0.0,0.18259965,0.07761926,0.30237356,-0.07440799,2.5891416,nan,0.1,0.015365571,0.010584663,0.043657064,0.0293008,inf,inf,inf,inf,1,1,1,1,2,1,1,0,3,1,0,0,1,0
