timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
248843787,248843516,1.1494963e-10,0.050371062,0.0647855,0.014414459,nan,nan,nan,nan,0
248847750,248847483,0.0015154402,0.0501383,0.063909456,0.00922484,nan,nan,nan,nan,0
248946100,248945813,0.0050646067,0.0486939,0.0647127,0.0008249863,nan,nan,nan,nan,0
249047083,249046812,0.003832631,0.04598866,0.07296172,0.015475172,nan,nan,nan,nan,0
249145351,249145084,0.004017105,0.04612113,0.07034018,0.012167748,nan,nan,nan,nan,0
249246340,249246068,7.09284e-12,0.051643133,0.05291951,0.0012763783,nan,nan,nan,nan,0
249344583,249344313,5.6549626e-12,0.052655574,0.059623603,0.006968029,nan,nan,nan,nan,0
249446914,249446622,2.2464756e-11,0.051162373,0.061274007,0.010111634,nan,nan,nan,nan,0
249543890,249543622,7.6678204e-13,0.051136862,0.06376892,0.012632063,nan,nan,nan,nan,0
249646179,249645910,9.8002925e-12,0.052170884,0.064073436,0.011902552,nan,nan,nan,nan,0
249747081,249746816,0.013723027,0.06708223,0.07483516,0.024443775,nan,nan,nan,nan,0
249845410,249845145,0.030448038,0.08894172,0.09573527,0.04086525,nan,nan,nan,nan,0
249946409,249946143,0.04935439,0.10641754,0.11451087,0.05978887,nan,nan,nan,nan,0
250044708,250044418,0.06810787,0.124319896,0.13501002,0.08018506,nan,nan,nan,nan,0
250145674,250145402,0.09813906,0.14951196,0.151595,0.10091607,nan,nan,nan,nan,0
250243987,250243720,0.11270668,0.17280012,0.17921667,0.12515499,nan,nan,nan,nan,0
250346234,250345969,0.14600646,0.18765318,0.20142086,0.1583115,nan,nan,nan,nan,0
250447223,250446952,0.16140595,0.22260198,0.2342439,0.17440763,nan,nan,nan,nan,0
250545473,250545205,0.19227481,0.25319397,0.25919932,0.20319875,nan,nan,nan,nan,0
250646509,250646240,0.2108856,0.2864301,0.2949491,0.22597116,nan,nan,nan,nan,0
250744749,250744483,0.23857366,0.31269664,0.32626343,0.2543148,nan,nan,nan,nan,0
250845744,250845477,0.27238342,0.3471955,0.35754794,0.2880814,nan,nan,nan,nan,0
250944029,250943745,0.3019278,0.37156352,0.3892834,0.32858038,nan,nan,nan,nan,0
251046331,251046049,0.3342609,0.43741122,0.4272017,0.33319256,nan,nan,nan,nan,0
251147307,251147041,0.38244823,0.486078,0.44129136,0.3599335,nan,nan,nan,nan,0
251245604,251245339,0.3960152,0.50470465,0.50690216,0.40501246,nan,nan,nan,nan,0
251346573,251346294,0.43630335,0.5528127,0.54637384,0.42903048,nan,nan,nan,nan,0
251444877,251444605,0.44334227,0.5716175,0.60187846,0.48629957,nan,nan,nan,nan,0
251545834,251545565,0.47517213,0.6849376,0.6406292,0.45208168,nan,nan,nan,nan,0
251644111,251643845,0.42394185,0.6456511,0.7147342,0.5153963,nan,nan,nan,nan,0
251745080,251744812,0.4460488,0.7730166,0.6791551,0.40854234,nan,nan,nan,nan,0
251847343,251847069,0.51471967,0.7566845,0.7138059,0.35292646,nan,nan,nan,nan,0
251945656,251945391,0.5000243,0.64029855,0.85313874,0.3854841,nan,nan,nan,nan,0
252046647,252046380,0.5250174,0.6494689,0.78036696,0.46087688,nan,nan,nan,nan,0
252144923,252144655,0.51441836,0.6767448,0.7161154,0.5410226,nan,nan,nan,nan,0
252245896,252245615,0.48514053,0.7448446,0.65682274,0.5129639,nan,nan,nan,nan,0
252344234,252343968,0.44593406,0.8124727,0.6177543,0.50037754,nan,nan,nan,nan,0
252445197,252444931,0.42856815,0.7120269,0.6633793,0.6060895,nan,nan,nan,nan,0
252547415,252547146,0.4481131,0.7693965,0.6380674,0.5905679,nan,nan,nan,nan,0
252645766,252645495,0.43459272,0.8206395,0.6371279,0.55415475,nan,nan,nan,nan,0
252746743,252746476,0.39738646,0.7747341,0.66179705,0.615667,nan,nan,nan,nan,0
252844980,252844714,0.4430208,0.8893904,0.5857943,0.5623434,nan,nan,nan,nan,0
252946005,252945719,0.45681295,0.9042544,0.5626156,0.57207215,nan,nan,nan,nan,0
253044305,253044040,0.33620965,0.7927429,0.64395565,0.7197639,nan,nan,nan,nan,0
253145220,253144953,0.33235618,0.8151392,0.62418956,0.70042354,nan,nan,nan,nan,0
253247545,253247266,0.38317236,0.9040983,0.58029395,0.6296279,nan,nan,nan,nan,0
253345846,253345575,0.38365108,0.9023469,0.57243043,0.65755063,nan,nan,nan,nan,0
253446846,253446565,0.32208818,0.83312565,0.63742006,0.72855806,nan,nan,nan,nan,0
253545082,253544814,0.34238327,0.8532713,0.62116843,0.7154492,nan,nan,nan,nan,0
253646116,253645830,0.39226812,0.91122735,0.58190393,0.65942866,nan,nan,nan,nan,0
253744350,253744083,0.39993322,0.96093714,0.55567753,0.6253838,nan,nan,nan,nan,0
253845349,253845077,0.37023112,0.90777916,0.5831894,0.67321634,nan,nan,nan,nan,0
253947649,253947381,0.35132784,0.8640967,0.6162914,0.7194261,nan,nan,nan,nan,0
254045902,254045632,0.32631147,0.85234576,0.6312987,0.74122095,nan,nan,nan,nan,0
254146843,254146576,0.32273018,0.8746122,0.6344771,0.7183956,nan,nan,nan,nan,0
254245178,254244911,0.3826683,0.9077292,0.6113032,0.66827214,nan,nan,nan,nan,0
254346199,254345912,0.37820733,0.9186207,0.61800975,0.6628341,nan,nan,nan,nan,0
254444418,254444148,0.37404326,0.91839737,0.62489516,0.6676632,nan,nan,nan,nan,0
