timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],reversible_flags
215478071,215477929,5.728621e-05,0.024538333,0.028260397,0.003550207,nan,nan,nan,nan,0
215481774,215481635,8.6065294e-05,0.024418106,0.028205346,0.0035290443,nan,nan,nan,nan,0
215579375,215579239,3.6770673e-13,0.025403792,0.02874597,0.0033421782,nan,nan,nan,nan,0
215680688,215680549,9.1573274e-05,0.024836212,0.028523164,0.003412233,nan,nan,nan,nan,0
215779528,215779389,2.789754e-13,0.024783744,0.028092181,0.003308439,nan,nan,nan,nan,0
215880840,215880699,0.00063511956,0.026086064,0.027991422,7.7451726e-11,nan,nan,nan,nan,0
215978442,215978303,5.2773334e-11,0.025010748,0.035473883,0.010463137,nan,nan,nan,nan,0
216079755,216079613,3.8716474e-11,0.02621078,0.0383591,0.012148328,nan,nan,nan,nan,0
216178588,216178453,1.5059481e-13,0.026495848,0.028459078,0.0019632303,nan,nan,nan,nan,0
216279904,216279763,0.00015296278,0.024847807,0.024694845,7.943596e-13,nan,nan,nan,nan,0
216381213,216381074,1.3072246e-11,0.025174249,0.02957956,0.0044053104,nan,nan,nan,nan,0
216478815,216478678,0.00033833474,0.023927951,0.029813055,0.004870101,nan,nan,nan,nan,0
216580124,216579988,0.0108304005,0.035500485,0.036408223,0.0112000555,nan,nan,nan,nan,0
216678967,216678827,0.026916172,0.05132882,0.052833945,0.02653569,nan,nan,nan,nan,0
216780271,216780138,0.045274932,0.06967572,0.07299513,0.0458066,nan,nan,nan,nan,0
216877880,216877742,0.06271555,0.08452994,0.09132756,0.070694126,nan,nan,nan,nan,0
216979188,216979052,0.08470549,0.10878092,0.11397824,0.0815263,nan,nan,nan,nan,0
217081747,217081598,0.10477284,0.13014917,0.13316649,0.107613176,nan,nan,nan,nan,0
217179340,217179202,0.13967554,0.14421187,0.14511552,0.13670012,nan,nan,nan,nan,0
217280651,217280512,0.15499112,0.17840013,0.17500606,0.15301225,nan,nan,nan,nan,0
217378253,217378116,0.17917722,0.20024733,0.20476025,0.1771507,nan,nan,nan,nan,0
217479562,217479427,0.19906943,0.22471337,0.23165582,0.21218483,nan,nan,nan,nan,0
217578405,217578266,0.23399258,0.25512353,0.26084435,0.22824273,nan,nan,nan,nan,0
217679715,217679576,0.26030523,0.2869472,0.29983202,0.2632213,nan,nan,nan,nan,0
217781022,217780887,0.28801373,0.32164004,0.32688242,0.29394728,nan,nan,nan,nan,0
217878626,217878490,0.32036084,0.35418662,0.36345538,0.32352322,nan,nan,nan,nan,0
217981172,217981036,0.36782095,0.391478,0.38542497,0.33977413,nan,nan,nan,nan,0
218078778,218078640,0.39210954,0.4284516,0.4130272,0.39334276,nan,nan,nan,nan,0
218180085,218179951,0.41439646,0.43536806,0.47056445,0.4406047,nan,nan,nan,nan,0
218277689,218277555,0.45205674,0.4876637,0.5080229,0.45684457,nan,nan,nan,nan,0
218380241,218380100,0.49523175,0.55121404,0.5388504,0.47845778,nan,nan,nan,nan,0
218481543,218481411,0.523951,0.5983738,0.5761802,0.47793514,nan,nan,nan,nan,0
218579150,218579015,0.50153595,0.6259676,0.5629077,0.541228,nan,nan,nan,nan,0
218680462,218680325,0.5127464,0.58151585,0.5585847,0.5450375,nan,nan,nan,nan,0
218778063,218777929,0.50021034,0.58393013,0.5554558,0.54421145,nan,nan,nan,nan,0
218880616,218880475,0.49737635,0.61957335,0.5439413,0.549324,nan,nan,nan,nan,0
218978223,218978079,0.52749634,0.6465652,0.54344434,0.5212354,nan,nan,nan,nan,0
219079523,219079389,0.52859116,0.6380713,0.54001635,0.55421466,nan,nan,nan,nan,0
219180870,219180699,0.4985126,0.62684757,0.57718414,0.56510377,nan,nan,nan,nan,0
219279679,219279539,0.50764865,0.62953573,0.56854033,0.585281,nan,nan,nan,nan,0
219380986,219380849,0.53528744,0.6539844,0.5530096,0.5465827,nan,nan,nan,nan,0
219478588,219478453,0.5318717,0.6676045,0.57158643,0.5480732,nan,nan,nan,nan,0
219579904,219579763,0.52519655,0.6371098,0.56915456,0.5831675,nan,nan,nan,nan,0
219678743,219678603,0.5513744,0.6588171,0.57663953,0.53342557,nan,nan,nan,nan,0
219780053,219779913,0.5659028,0.6812324,0.5452731,0.5522902,nan,nan,nan,nan,0
219881361,219881223,0.53163624,0.65313077,0.56140226,0.59460324,nan,nan,nan,nan,0
219978966,219978827,0.52524555,0.6544424,0.5869637,0.59192276,nan,nan,nan,nan,0
220080273,220080138,0.5315699,0.6654963,0.5713272,0.59490156,nan,nan,nan,nan,0
220179118,220178977,0.5194412,0.67860425,0.56416583,0.6106047,nan,nan,nan,nan,0
220280430,220280287,0.54926246,0.69523776,0.5535246,0.57993954,nan,nan,nan,nan,0
220378027,220377891,0.5014501,0.6830602,0.5557414,0.62758005,nan,nan,nan,nan,0
220479334,220479201,0.5323719,0.6780491,0.5552892,0.5958262,nan,nan,nan,nan,0
220578180,220578044,0.5014103,0.6951208,0.53992057,0.62843925,nan,nan,nan,nan,0
220679487,220679351,0.51782316,0.6746037,0.56021917,0.62078696,nan,nan,nan,nan,0
220780797,220780661,0.52197593,0.70320827,0.53488517,0.6115769,nan,nan,nan,nan,0
220878398,220878265,0.48905548,0.70859003,0.54770154,0.629371,nan,nan,nan,nan,0
220979713,220979576,0.52489966,0.70296365,0.5364355,0.6190758,nan,nan,nan,nan,0
221078550,221078415,0.48518705,0.6913985,0.55298746,0.64721614,nan,nan,nan,nan,0
221179863,221179725,0.49608493,0.69108874,0.5337433,0.66528356,nan,nan,nan,nan,0
221281172,221281036,0.5103705,0.7090163,0.55043036,0.61017853,nan,nan,nan,nan,0
221378773,221378639,0.4928221,0.7220453,0.5308206,0.6465741,nan,nan,nan,nan,0
221480086,221479950,0.5067202,0.7059068,0.5399155,0.63070905,nan,nan,nan,nan,0
221578925,221578789,0.4979389,0.71618265,0.5423321,0.6334264,nan,nan,nan,nan,0
221680237,221680099,0.50220406,0.7081919,0.5345172,0.6498883,nan,nan,nan,nan,0
221777841,221777703,0.4995289,0.7183021,0.54369146,0.6225927,nan,nan,nan,nan,0
221879151,221879014,0.5199486,0.72951025,0.53745025,0.61032325,nan,nan,nan,nan,0
221981697,221981559,0.48773357,0.70078135,0.53677344,0.66112906,nan,nan,nan,nan,0
222079312,222079163,0.48618066,0.71033716,0.5514216,0.64425784,nan,nan,nan,nan,0
222180619,222180473,0.5235293,0.7020532,0.5480575,0.62824637,nan,nan,nan,nan,0
222278216,222278077,0.4931623,0.71826285,0.5315639,0.6433264,nan,nan,nan,nan,0
222379521,222379387,0.49652955,0.7248903,0.54568344,0.62987447,nan,nan,nan,nan,0
222478361,222478227,0.5170243,0.72369087,0.5358947,0.6256923,nan,nan,nan,nan,0
222579673,222579537,0.5068994,0.7110468,0.532836,0.6344171,nan,nan,nan,nan,0
222680984,222680847,0.4761888,0.7232834,0.5400249,0.6571786,nan,nan,nan,nan,0
222779822,222779687,0.50556153,0.7069975,0.54829574,0.63198215,nan,nan,nan,nan,0
222881136,222880997,0.5043468,0.69720435,0.546927,0.65596455,nan,nan,nan,nan,0
222978737,222978601,0.47845083,0.7131364,0.55831313,0.6519616,nan,nan,nan,nan,0
223080055,223079911,0.47896138,0.7020799,0.54992414,0.6651342,nan,nan,nan,nan,0
223177651,223177515,0.5104397,0.70581573,0.5479903,0.64443666,nan,nan,nan,nan,0
223280196,223280061,0.48993745,0.69865865,0.55164593,0.6655767,nan,nan,nan,nan,0
223381508,223381371,0.4983805,0.7124148,0.56135875,0.6192328,nan,nan,nan,nan,0
223479111,223478975,0.5181743,0.7025199,0.5510046,0.6375764,nan,nan,nan,nan,0
223580422,223580285,0.5084765,0.7100147,0.55050147,0.6294926,nan,nan,nan,nan,0
223679261,223679124,0.4972011,0.7082772,0.5416481,0.6445827,nan,nan,nan,nan,0
223780570,223780434,0.5107717,0.71159333,0.55743074,0.6232033,nan,nan,nan,nan,0
